season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,mp,obpm,orb_pct,ows,per,stl_pct,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48,champion
2010,Dwayne Jones,PF,26,PHO,2,0.0,5.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,1.5,2.0,0.75,0.5,2.0,2.5,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,1.6,-1.0,47.3,0.0,0.0,2.0,10.0,2.6,12.3,0.0,21.3,0.0,21.0,30.1,0.665,21.9,0.0,0.0,0.172,False
2010,Joe Johnson,SG,28,ATL,11,11.0,40.0,7.0,18.1,0.387,0.8,3.7,0.22,6.2,14.4,0.43,0.41,3.1,3.8,0.81,1.8,3.3,5.1,5.0,0.9,0.3,2.3,2.0,17.9,23.6,0.6,-0.1,-2.0,10.6,0.1,0.206,0.211,440.0,1.9,5.0,0.0,14.5,1.3,10.3,7.6,0.453,26.2,0.2,0.1,0.012,False
2010,Andre Miller,PG,33,POR,6,6.0,35.0,5.0,12.3,0.405,0.5,1.2,0.429,4.5,11.2,0.403,0.426,5.2,6.7,0.775,0.8,2.3,3.2,6.0,1.2,0.2,3.2,2.0,15.7,31.5,0.4,-0.7,-1.3,8.6,-0.1,0.095,0.541,210.0,0.6,2.8,0.1,15.1,1.8,17.2,5.6,0.513,25.2,0.1,0.0,0.002,False
2010,Ian Mahinmi,C,23,SAS,2,0.0,9.5,1.5,3.0,0.5,0.0,0.0,,1.5,3.0,0.5,0.5,1.5,2.0,0.75,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1.5,4.5,0.0,4.2,-2.4,1.1,12.0,0.0,0.0,0.667,19.0,-3.5,0.0,0.0,9.1,0.0,20.5,6.0,0.58,24.0,0.0,0.0,-0.015,False
2010,Patty Mills,PG,21,POR,3,0.0,4.0,0.7,1.3,0.5,0.3,0.3,1.0,0.3,1.0,0.333,0.625,0.3,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,2.0,48.0,0.0,5.0,-1.8,0.0,0.0,0.25,0.25,12.0,6.8,0.0,0.0,19.3,0.0,18.4,0.0,0.676,21.7,0.0,0.0,0.13,False
2010,Dirk Nowitzki,PF,31,DAL,6,6.0,38.8,9.7,17.7,0.547,0.7,1.2,0.571,9.0,16.5,0.545,0.566,6.7,7.0,0.952,1.2,7.0,8.2,3.0,0.8,0.7,1.7,2.5,26.7,16.8,1.3,10.7,2.6,20.1,0.3,0.066,0.396,233.0,8.1,3.4,1.1,28.3,1.2,7.4,11.8,0.643,27.0,0.8,1.4,0.291,False
2010,Paul Millsap,PF,24,UTA,10,0.0,32.3,7.0,12.2,0.574,0.0,0.2,0.0,7.0,12.0,0.583,0.574,4.0,5.8,0.69,3.4,5.4,8.8,2.2,1.1,1.4,1.3,3.6,18.0,11.8,3.4,5.4,1.3,19.9,0.2,0.016,0.475,323.0,4.0,12.3,1.1,24.5,1.7,8.1,16.0,0.61,22.2,0.6,1.3,0.195,False
2010,Tony Parker,PG,27,SAS,10,2.0,33.5,7.3,15.4,0.474,0.2,0.3,0.667,7.1,15.1,0.47,0.481,2.5,4.2,0.595,0.9,2.9,3.8,5.4,0.6,0.0,2.2,2.0,17.3,29.8,0.0,0.4,-1.1,9.9,0.2,0.019,0.273,335.0,1.5,3.1,0.2,16.7,0.9,11.3,6.5,0.502,27.1,0.2,0.3,0.047,False
2010,Anthony Parker,SG,34,CLE,11,11.0,30.1,2.7,5.8,0.469,1.8,4.0,0.455,0.9,1.8,0.5,0.625,1.0,1.4,0.733,0.1,2.3,2.4,1.3,0.8,0.3,1.0,1.5,8.3,6.6,0.6,1.5,0.7,8.8,0.3,0.688,0.234,331.0,0.8,0.4,0.3,9.8,1.4,13.5,4.7,0.644,11.5,0.3,0.6,0.086,False
2010,Jannero Pargo,PG,30,CHI,2,0.0,4.0,0.5,2.5,0.2,0.5,1.0,0.5,0.0,1.5,0.0,0.3,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,18.9,0.0,-4.2,-4.3,0.0,0.0,0.4,0.0,8.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.3,28.2,0.0,0.0,-0.207,False
2010,Zaza Pachulia,C,25,ATL,11,0.0,14.6,1.6,3.2,0.514,0.0,0.0,,1.6,3.2,0.514,0.514,1.4,2.2,0.625,1.7,1.7,3.5,0.3,0.2,0.6,0.8,3.1,4.6,3.1,3.9,-3.7,-0.6,15.2,0.1,0.0,0.686,161.0,-3.1,13.0,0.2,12.6,0.7,16.5,14.0,0.56,16.1,-0.1,0.3,0.078,False
2010,Kevin Ollie,PG,37,OKC,1,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,-3.6,0.0,0.0,0.0,0.0,5.0,-8.9,0.0,0.0,-8.2,0.0,0.0,0.0,0.0,9.1,0.0,0.0,-0.205,False
2010,Mehmet Okur,C,30,UTA,1,1.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,7.7,-2.9,10.8,0.0,0.5,1.0,11.0,10.6,10.6,0.1,28.1,0.0,25.8,10.7,1.215,15.8,0.0,0.1,0.226,False
2010,Lamar Odom,PF,30,LAL,23,0.0,29.0,4.0,8.4,0.469,0.4,1.8,0.244,3.5,6.7,0.529,0.495,1.3,2.2,0.6,2.6,6.0,8.6,2.0,0.7,0.9,1.2,3.7,9.7,10.7,2.5,0.6,0.7,23.9,0.9,0.211,0.258,667.0,-0.1,10.5,0.8,15.4,1.2,11.5,17.2,0.514,16.7,0.4,1.7,0.125,True
2010,Shaquille O'Neal,C,37,CLE,11,11.0,22.1,4.4,8.5,0.516,0.0,0.0,,4.4,8.5,0.516,0.516,2.8,4.3,0.66,1.9,3.6,5.5,1.4,0.2,1.2,2.2,3.7,11.5,11.7,3.8,-0.9,0.4,19.2,0.3,0.0,0.505,243.0,-1.3,10.6,0.1,16.2,0.4,17.4,15.0,0.559,26.4,0.1,0.4,0.082,False
2010,Jermaine O'Neal,C,31,MIA,5,5.0,23.4,1.8,8.8,0.205,0.0,0.0,,1.8,8.8,0.205,0.205,0.6,1.4,0.429,2.0,3.6,5.6,1.0,0.8,2.0,1.4,2.6,4.2,6.9,7.2,-7.4,-0.5,20.7,0.2,0.0,0.159,117.0,-6.9,9.9,-0.7,2.5,1.8,12.9,14.9,0.223,21.5,-0.2,-0.4,-0.168,False
2010,Kendrick Perkins,C,25,BOS,23,23.0,25.0,2.1,4.2,0.51,0.0,0.0,0.0,2.1,4.1,0.516,0.51,1.4,2.4,0.6,1.8,4.4,6.2,1.0,0.4,1.4,1.9,3.4,5.7,6.1,4.9,-2.0,1.7,21.1,1.2,0.01,0.573,575.0,-3.7,9.0,-0.3,9.5,0.8,26.3,15.2,0.545,13.6,0.0,0.9,0.076,False
2010,Joakim Noah,C,24,CHI,5,5.0,37.6,5.6,10.6,0.528,0.0,0.0,,5.6,10.6,0.528,0.528,3.6,3.8,0.947,4.0,9.0,13.0,2.6,1.8,1.4,3.0,4.0,14.8,10.8,3.4,3.7,2.6,29.3,0.2,0.0,0.358,188.0,1.1,11.8,0.3,20.2,2.5,19.6,20.1,0.603,18.4,0.3,0.5,0.126,False
2010,Byron Mullens,PF,20,OKC,1,0.0,4.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-24.0,-9.4,0.0,0.0,0.0,1.0,4.0,-14.6,0.0,0.0,-13.7,0.0,0.0,0.0,0.174,32.8,0.0,0.0,-0.466,False
2010,Jameer Nelson,PG,27,ORL,14,14.0,34.2,6.5,13.6,0.479,2.4,6.0,0.393,4.1,7.6,0.547,0.566,3.6,4.4,0.823,0.6,2.9,3.6,4.8,1.0,0.0,2.5,2.7,19.0,28.7,0.0,5.2,0.6,10.3,0.8,0.442,0.326,479.0,4.6,2.4,1.4,20.9,1.6,13.9,6.5,0.612,26.1,0.9,2.2,0.223,False
2010,Jamario Moon,SF,29,CLE,11,0.0,10.3,1.3,2.2,0.583,0.7,1.5,0.5,0.5,0.7,0.75,0.75,0.2,0.3,0.667,0.2,1.3,1.5,0.5,0.4,0.5,0.0,0.7,3.5,7.3,3.1,8.6,3.2,14.5,0.2,0.667,0.125,113.0,5.4,2.2,0.3,17.8,1.8,0.0,8.5,0.75,10.4,0.3,0.5,0.212,False
2010,Randolph Morris,PF,24,ATL,3,0.0,3.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.3,0.3,1.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-6.7,-3.2,12.9,0.0,0.0,0.5,10.0,-3.4,11.0,0.0,10.6,0.0,0.0,11.9,0.615,11.6,0.0,0.0,0.157,False
2010,Adam Morrison,SF,25,LAL,2,0.0,6.5,2.0,4.5,0.444,0.0,1.0,0.0,2.0,3.5,0.571,0.444,0.0,0.0,,1.0,1.5,2.5,0.5,0.0,0.0,0.0,1.0,4.0,16.4,0.0,-3.4,-2.9,26.6,0.0,0.222,0.0,13.0,-0.5,17.9,0.0,21.5,0.0,0.0,22.3,0.444,31.6,0.0,0.0,0.131,True
2010,Nazr Mohammed,C,32,CHA,4,0.0,12.0,2.8,4.8,0.579,0.0,0.0,,2.8,4.8,0.579,0.579,0.5,0.8,0.667,1.3,0.8,2.0,0.5,0.3,0.5,0.3,3.3,6.0,9.9,5.2,1.8,1.4,8.1,0.0,0.0,0.158,48.0,0.5,13.5,0.1,18.9,1.2,4.7,10.8,0.591,21.9,0.0,0.2,0.157,False
2010,Ronald Murray,SG,30,CHI,5,0.0,19.4,3.0,7.4,0.405,0.8,2.4,0.333,2.2,5.0,0.44,0.459,1.6,1.6,1.0,0.8,1.8,2.6,2.0,0.4,0.0,0.2,0.6,8.4,16.3,0.0,3.5,0.2,11.4,0.0,0.324,0.216,97.0,3.2,4.6,0.2,17.1,1.1,2.4,7.8,0.518,19.3,0.1,0.2,0.102,False
2010,Eduardo Nájera,PF,33,DAL,5,0.0,7.2,0.4,1.6,0.25,0.0,1.0,0.0,0.4,0.6,0.667,0.25,0.0,0.0,,1.0,0.8,1.8,0.0,0.4,0.0,0.2,1.6,0.8,0.0,0.0,-7.8,-0.7,12.4,0.1,0.625,0.0,36.0,-7.1,15.6,-0.1,3.1,3.0,11.1,14.0,0.25,11.7,-0.1,0.0,-0.005,False
2010,Steve Nash,PG,35,PHO,16,16.0,33.7,6.2,11.9,0.518,1.2,3.1,0.38,5.0,8.8,0.567,0.568,4.2,4.7,0.893,0.4,2.9,3.3,10.1,0.3,0.1,3.8,1.3,17.8,49.1,0.1,4.6,-2.0,10.1,0.0,0.262,0.393,539.0,6.6,1.4,2.0,22.4,0.4,21.1,5.8,0.634,24.2,0.9,2.0,0.175,False
2009,Marcin Gortat,PF,24,ORL,24,1.0,11.3,1.4,2.2,0.654,0.0,0.0,,1.4,2.2,0.654,0.654,0.4,0.7,0.625,0.8,2.4,3.2,0.1,0.4,0.6,0.5,1.6,3.3,1.9,4.4,2.3,3.4,26.7,0.5,0.0,0.308,271.0,-1.1,8.4,0.4,15.6,1.8,15.7,17.6,0.661,12.5,0.3,0.9,0.165,False
2009,Walter Herrmann,SF,29,DET,4,0.0,5.5,0.8,2.0,0.375,0.5,1.0,0.5,0.3,1.0,0.25,0.5,0.0,0.0,,0.3,0.0,0.3,0.5,0.3,0.0,0.0,0.8,2.0,17.5,0.0,5.9,2.1,0.0,0.0,0.5,0.0,22.0,3.8,5.7,0.0,14.0,2.6,0.0,3.0,0.5,18.4,0.0,0.0,0.088,False
2009,Chuck Hayes,C,25,HOU,13,4.0,13.3,0.8,1.6,0.476,0.0,0.2,0.0,0.8,1.5,0.526,0.476,0.0,0.0,,1.0,2.0,3.0,0.8,1.0,0.2,0.3,2.1,1.5,8.9,0.9,3.2,5.2,17.2,0.3,0.095,0.0,173.0,-2.0,9.2,0.1,10.9,4.1,16.0,13.4,0.476,6.9,0.2,0.5,0.127,False
2009,Udonis Haslem,PF,28,MIA,7,7.0,29.1,3.6,6.6,0.543,0.0,0.0,,3.6,6.6,0.543,0.543,1.3,1.4,0.9,1.9,6.9,8.7,0.4,0.4,0.4,0.9,2.7,8.4,2.8,1.3,-1.3,-0.4,27.6,0.3,0.0,0.217,204.0,-0.8,8.7,0.3,15.0,0.9,10.6,18.9,0.585,14.3,0.0,0.7,0.154,False
2009,Jason Hart,PG,30,DEN,9,0.0,2.1,0.1,0.2,0.5,0.0,0.0,,0.1,0.2,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.6,0.2,0.1,0.1,0.6,0.2,36.4,4.5,7.6,10.3,19.2,0.0,0.0,0.0,19.0,-2.6,0.0,0.0,14.1,5.5,33.3,9.5,0.5,7.2,0.0,0.1,0.164,False
2009,Matt Harpring,SG,32,UTA,5,0.0,9.8,2.2,4.4,0.5,0.0,0.2,0.0,2.2,4.2,0.524,0.5,0.4,0.4,1.0,0.6,1.2,1.8,0.8,0.4,0.2,0.4,2.4,4.8,16.2,1.6,0.4,2.3,14.7,0.0,0.045,0.091,49.0,-1.9,6.8,0.1,14.6,2.1,8.0,10.6,0.524,22.4,0.0,0.1,0.071,False
2009,Nenê,C,26,DEN,16,16.0,32.8,4.3,7.9,0.548,0.0,0.0,,4.3,7.9,0.548,0.548,2.9,4.4,0.657,2.3,5.2,7.5,2.6,1.3,0.6,1.9,4.1,11.5,12.4,1.6,0.2,0.7,19.2,0.6,0.0,0.556,525.0,-0.6,8.4,0.8,15.4,2.0,16.5,13.7,0.587,16.3,0.3,1.4,0.132,False
2009,Richard Hamilton,SG,30,DET,4,4.0,38.5,5.3,14.8,0.356,0.5,2.5,0.2,4.8,12.3,0.388,0.373,2.3,2.5,0.9,0.5,2.3,2.8,5.0,1.3,0.3,2.5,3.0,13.3,25.0,0.6,-0.9,-0.1,7.9,0.1,0.169,0.169,154.0,-0.9,1.6,-0.3,9.1,1.9,13.6,4.7,0.418,24.2,0.0,-0.3,-0.084,False
2009,Willie Green,SG,27,PHI,6,6.0,24.7,3.5,8.5,0.412,0.7,1.8,0.364,2.8,6.7,0.425,0.451,0.2,0.5,0.333,0.0,1.0,1.0,1.2,0.0,0.2,0.8,2.2,7.8,8.3,0.6,-5.4,-2.3,5.0,0.0,0.216,0.059,148.0,-3.0,0.0,-0.2,5.0,0.0,8.7,2.5,0.449,18.8,-0.1,-0.2,-0.054,False
2009,Gerald Green,SG,23,DAL,6,0.0,4.3,0.7,2.3,0.286,0.2,0.8,0.2,0.5,1.5,0.333,0.321,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.2,0.0,0.3,0.7,1.8,0.0,0.0,-15.2,-4.9,9.1,0.0,0.357,0.286,26.0,-10.3,0.0,-0.1,-2.0,2.1,11.3,4.7,0.349,32.4,-0.1,-0.1,-0.267,False
2009,Aaron Gray,C,24,CHI,2,0.0,4.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-17.3,-4.8,12.3,0.0,0.0,0.0,9.0,-12.5,0.0,-0.1,-13.8,0.0,33.3,6.5,0.0,15.2,0.0,-0.1,-0.403,False
2009,Thomas Gardner,SG,23,ATL,3,0.0,6.3,1.7,4.3,0.385,1.0,2.0,0.5,0.7,2.3,0.286,0.5,0.3,0.3,1.0,0.0,0.7,0.7,0.7,0.3,0.0,0.0,1.3,4.7,28.9,0.0,8.0,3.0,14.6,0.0,0.462,0.077,19.0,5.0,0.0,0.1,23.2,3.1,0.0,6.7,0.521,35.3,0.0,0.1,0.181,False
2009,Ben Gordon,SG,25,CHI,7,7.0,43.4,7.4,19.1,0.388,2.4,6.6,0.37,5.0,12.6,0.398,0.451,7.0,8.0,0.875,0.4,2.4,2.9,3.0,0.4,0.1,1.1,3.1,24.3,12.5,0.2,0.1,-2.5,6.2,0.0,0.343,0.418,304.0,2.6,1.2,0.7,15.8,0.5,4.8,3.8,0.536,25.0,0.2,0.7,0.105,False
2009,Drew Gooden,PF,27,SAS,4,0.0,17.8,2.8,8.3,0.333,0.0,0.5,0.0,2.8,7.8,0.355,0.333,1.8,1.8,1.0,1.3,2.5,3.8,0.3,0.3,0.3,0.8,3.3,7.3,2.5,1.3,-8.8,-2.4,18.0,0.0,0.061,0.212,71.0,-6.3,8.2,-0.1,7.7,0.8,7.7,12.8,0.402,27.3,-0.1,-0.1,-0.078,False
2009,Daniel Gibson,PG,22,CLE,14,0.0,12.3,0.9,2.9,0.325,0.7,2.0,0.357,0.2,0.9,0.25,0.45,0.8,0.8,1.0,0.1,0.4,0.5,0.4,0.1,0.2,0.5,1.3,3.4,5.4,1.5,-3.4,-0.6,4.4,0.2,0.7,0.275,172.0,-2.9,0.8,0.0,5.5,0.3,13.5,2.6,0.524,14.6,-0.1,0.2,0.054,False
2009,Pau Gasol,C,28,LAL,23,23.0,40.5,7.0,12.0,0.58,0.0,0.0,,7.0,12.0,0.58,0.58,4.3,6.1,0.714,3.0,7.9,10.8,2.5,0.8,2.0,1.9,3.0,18.3,10.4,4.1,5.3,1.6,22.5,1.6,0.0,0.507,931.0,3.7,8.6,2.6,21.9,1.1,11.5,15.6,0.622,18.8,1.7,4.3,0.221,True
2009,Channing Frye,PF,25,POR,4,0.0,9.0,1.3,3.5,0.357,0.0,0.0,,1.3,3.5,0.357,0.357,0.5,0.8,0.667,0.3,0.5,0.8,0.3,0.0,0.0,0.0,1.3,3.0,5.0,0.0,-8.4,-3.8,7.7,0.0,0.0,0.214,36.0,-4.6,3.2,0.0,5.4,0.0,0.0,5.2,0.392,21.6,-0.1,0.0,-0.052,False
2009,Adonal Foyle,C,33,ORL,2,0.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-31.1,-5.6,31.2,0.0,0.0,0.0,4.0,-25.5,0.0,-0.1,-26.3,0.0,50.0,15.7,0.0,24.2,0.0,-0.1,-0.615,False
2009,Derek Fisher,PG,34,LAL,22,22.0,28.9,2.9,7.3,0.394,0.9,3.0,0.284,2.0,4.2,0.473,0.453,1.4,1.6,0.861,0.3,1.7,2.0,2.2,1.0,0.0,1.1,2.8,8.0,11.5,0.1,-1.9,0.6,6.9,0.7,0.419,0.225,635.0,-2.5,1.3,0.2,8.5,1.7,12.0,4.1,0.5,14.4,0.0,0.9,0.068,True
2009,Michael Finley,SF,35,SAS,5,5.0,28.6,3.0,6.8,0.441,1.4,3.0,0.467,1.6,3.8,0.421,0.544,0.6,0.8,0.75,0.6,2.4,3.0,1.0,0.2,0.2,0.8,1.6,8.0,5.6,0.6,-2.0,-1.1,10.7,0.0,0.441,0.118,143.0,-0.9,2.4,0.1,9.7,0.4,10.1,6.4,0.559,13.8,0.0,0.1,0.035,False
2009,Rudy Fernández,SG,23,POR,6,1.0,27.0,2.5,5.8,0.429,1.3,3.2,0.421,1.2,2.7,0.438,0.543,1.2,1.2,1.0,0.3,2.5,2.8,1.0,1.3,0.5,1.5,2.0,7.5,6.2,1.6,0.7,1.2,12.8,0.1,0.543,0.2,162.0,-0.5,1.4,0.0,11.4,2.8,19.1,6.6,0.591,14.8,0.1,0.2,0.055,False
2009,George Hill,PG,22,SAS,4,0.0,19.0,1.8,5.3,0.333,0.8,2.0,0.375,1.0,3.3,0.308,0.405,1.5,1.8,0.857,0.8,1.3,2.0,0.5,0.5,0.3,0.5,1.5,5.8,4.1,1.2,-1.6,-0.3,8.4,0.0,0.381,0.333,76.0,-1.3,4.6,0.0,9.8,1.5,7.7,6.4,0.478,17.0,0.0,0.0,0.021,False
2009,Jordan Farmar,PG,22,LAL,20,1.0,13.0,1.7,4.4,0.391,0.6,2.0,0.308,1.1,2.4,0.458,0.46,0.7,1.0,0.737,0.3,1.2,1.4,1.7,0.5,0.2,0.9,0.8,4.7,19.8,1.0,0.2,0.5,10.2,0.3,0.448,0.218,260.0,-0.3,2.3,0.0,12.0,1.8,15.9,6.3,0.493,20.0,0.1,0.3,0.062,True
2009,Andrei Kirilenko,PF,27,UTA,5,3.0,27.2,4.4,9.4,0.468,0.2,1.0,0.2,4.2,8.4,0.5,0.479,2.0,2.8,0.714,1.4,1.4,2.8,2.0,2.2,0.6,1.0,1.2,11.0,13.0,1.8,4.0,2.0,6.2,0.1,0.106,0.298,136.0,2.0,5.7,0.1,16.8,4.2,8.6,5.9,0.517,18.9,0.2,0.2,0.077,False
2009,Kirk Hinrich,SG,28,CHI,7,0.0,30.0,4.1,8.9,0.468,1.9,4.3,0.433,2.3,4.6,0.5,0.573,2.4,3.6,0.68,0.3,2.4,2.7,2.9,1.7,0.4,1.1,2.6,12.6,16.2,1.1,4.7,2.0,8.9,0.2,0.484,0.403,210.0,2.7,1.2,0.4,17.1,3.0,9.9,5.3,0.603,17.6,0.3,0.6,0.141,False
2009,LeBron James,SF,24,CLE,14,14.0,41.4,11.4,22.3,0.51,1.9,5.8,0.333,9.4,16.5,0.571,0.553,10.6,14.2,0.749,1.4,7.8,9.1,7.3,1.6,0.9,2.7,2.1,35.3,39.5,1.8,17.5,4.8,23.6,1.1,0.26,0.638,580.0,12.8,4.3,3.7,37.4,2.2,8.7,14.2,0.618,36.4,2.9,4.8,0.399,False
2009,Maurice Evans,SF,30,ATL,11,8.0,24.1,2.5,5.9,0.431,0.7,2.5,0.286,1.8,3.4,0.541,0.492,0.4,0.5,0.667,0.7,0.7,1.5,0.9,0.5,0.3,0.4,2.6,6.2,7.2,1.1,-1.9,-0.2,4.2,0.0,0.431,0.092,265.0,-1.8,3.5,0.2,8.5,1.3,5.6,3.8,0.503,13.5,0.0,0.2,0.037,False
2009,Tarence Kinsey,SG,24,CLE,9,0.0,1.2,0.1,0.3,0.333,0.0,0.0,,0.1,0.3,0.333,0.333,0.2,0.2,1.0,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.2,0.4,0.0,0.0,-2.9,2.1,11.4,0.0,0.0,0.667,11.0,-5.0,12.1,0.0,11.7,5.1,20.5,11.7,0.515,21.4,0.0,0.0,0.099,False
2009,Jason Kidd,PG,35,DAL,10,10.0,38.6,3.8,8.3,0.458,2.1,4.7,0.447,1.7,3.6,0.472,0.584,1.7,2.0,0.85,0.7,5.1,5.8,5.9,2.2,0.3,2.0,2.4,11.4,23.8,0.6,3.8,1.5,15.6,0.2,0.566,0.241,386.0,2.3,2.3,0.8,16.8,3.0,17.9,9.2,0.621,13.7,0.6,1.0,0.127,False
2009,Solomon Jones,C,24,ATL,9,1.0,8.6,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.2,0.2,1.0,1.0,0.8,1.8,0.2,0.1,0.0,0.1,1.0,1.6,4.7,0.0,-3.3,-2.1,12.6,0.0,0.0,0.167,77.0,-1.2,13.7,0.1,10.9,0.8,7.2,13.2,0.543,9.0,0.0,0.2,0.098,False
2009,James Jones,SF,28,MIA,7,7.0,33.6,2.4,4.6,0.531,1.6,3.1,0.5,0.9,1.4,0.6,0.703,3.1,3.4,0.917,0.3,2.0,2.3,0.7,0.4,0.1,0.6,2.7,9.6,3.7,0.4,1.9,0.6,7.0,0.2,0.688,0.75,235.0,1.3,1.2,0.7,12.5,0.7,8.6,4.3,0.787,10.2,0.2,0.9,0.176,False
2009,Dahntay Jones,SG,28,DEN,16,16.0,17.5,2.4,4.9,0.481,0.2,0.8,0.25,2.2,4.2,0.522,0.5,2.1,2.7,0.767,1.0,1.4,2.4,0.6,0.8,0.3,0.8,2.6,7.0,5.6,1.5,-0.6,1.0,9.5,0.3,0.152,0.544,280.0,-1.6,6.8,0.4,13.9,2.4,11.7,8.1,0.572,18.1,0.1,0.7,0.121,False
2009,Linton Johnson,PF,28,CHI,3,0.0,3.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.7,0.7,1.0,0.7,0.7,1.3,0.3,0.0,0.0,0.0,0.3,1.3,16.0,0.0,8.5,1.1,22.1,0.0,0.0,1.0,10.0,7.4,24.7,0.1,27.1,0.0,0.0,23.3,0.694,13.1,0.0,0.1,0.353,False
2009,Joe Johnson,SG,27,ATL,11,11.0,39.0,6.4,15.3,0.417,1.1,3.2,0.343,5.3,12.1,0.436,0.452,2.5,4.1,0.622,1.5,2.9,4.5,3.5,1.3,0.0,2.9,2.2,16.4,19.6,0.0,-1.0,-1.3,10.3,0.2,0.208,0.268,429.0,0.4,4.6,-0.3,12.5,1.9,14.6,7.2,0.479,25.6,0.1,-0.1,-0.017,False
2009,Anthony Johnson,PG,34,ORL,19,1.0,14.7,1.7,4.5,0.376,0.5,1.6,0.3,1.2,2.9,0.418,0.429,0.5,0.9,0.5,0.4,1.0,1.4,2.1,0.6,0.0,0.6,1.5,4.3,23.4,0.0,-0.7,1.2,8.5,0.3,0.353,0.212,280.0,-1.9,3.2,0.0,10.0,2.1,11.4,5.8,0.441,18.1,0.1,0.3,0.047,False
2009,Amir Johnson,PF,21,DET,3,0.0,4.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,0.7,0.0,7.0,0.3,2.9,20.8,0.0,0.0,0.0,13.0,-2.7,9.7,0.0,12.4,0.0,0.0,15.1,1.0,3.9,0.0,0.0,0.168,False
2009,Darnell Jackson,PF,23,CLE,5,0.0,5.0,0.2,1.0,0.2,0.0,0.0,,0.2,1.0,0.2,0.2,0.0,0.4,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.2,1.0,0.4,5.9,0.0,-13.4,-1.1,25.1,0.0,0.0,0.4,25.0,-12.3,0.0,-0.1,-7.0,0.0,14.5,12.9,0.17,13.3,-0.1,-0.1,-0.153,False
2009,Ryan Hollins,C,24,DAL,9,0.0,9.3,0.9,1.6,0.571,0.0,0.0,,0.9,1.6,0.571,0.571,0.7,1.1,0.6,1.0,1.7,2.7,0.1,0.1,0.4,0.4,2.4,2.4,1.8,3.9,-3.4,0.8,21.1,0.0,0.0,0.714,84.0,-4.2,13.8,0.1,10.9,0.6,17.9,17.6,0.598,12.6,0.0,0.2,0.096,False
2009,Royal Ivey,SG,27,PHI,6,0.0,7.5,0.5,1.8,0.273,0.3,1.2,0.286,0.2,0.7,0.25,0.364,0.5,0.7,0.75,0.2,0.5,0.7,0.0,0.5,0.0,0.0,1.0,1.8,0.0,0.0,-1.2,2.0,8.2,0.0,0.636,0.364,45.0,-3.2,2.8,0.0,7.1,3.6,0.0,5.6,0.431,13.8,0.0,0.0,0.045,False
