season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,mp,obpm,orb_pct,ows,per,stl_pct,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48,champion
2014,Mike Miller,SF,33,MEM,7,1.0,24.7,2.1,6.0,0.357,2.0,4.1,0.483,0.1,1.9,0.077,0.524,1.0,1.3,0.778,0.3,3.4,3.7,1.3,0.9,0.0,0.7,2.3,7.3,8.2,0.0,1.4,1.4,16.3,0.2,0.69,0.214,173.0,0.0,1.2,0.1,10.1,1.9,9.8,8.4,0.555,13.5,0.1,0.3,0.085,False
2014,Andre Miller,SG,37,WAS,11,0.0,9.8,1.7,3.7,0.463,0.1,0.3,0.333,1.6,3.5,0.474,0.476,0.5,0.8,0.556,0.2,0.8,1.0,0.8,0.3,0.0,0.7,1.1,4.0,15.6,0.0,-4.5,-1.3,9.7,0.2,0.073,0.22,108.0,-3.2,2.1,-0.1,9.5,1.5,15.1,5.9,0.489,23.2,-0.1,0.1,0.025,False
2014,Josh McRoberts,PF,26,CHA,4,4.0,38.5,3.8,8.3,0.455,2.0,4.3,0.471,1.8,4.0,0.438,0.576,2.0,2.5,0.8,0.3,6.5,6.8,3.8,1.0,0.3,1.5,3.3,11.5,16.1,0.6,1.6,1.9,22.1,0.1,0.515,0.303,154.0,-0.3,0.8,0.2,12.8,1.4,13.8,11.0,0.615,13.4,0.1,0.3,0.096,False
2014,CJ McCollum,SG,22,POR,6,0.0,4.0,0.2,1.8,0.091,0.0,0.8,0.0,0.2,1.0,0.167,0.091,0.3,0.3,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.3,0.7,0.0,0.0,-17.9,-5.3,4.5,0.0,0.455,0.182,24.0,-12.5,0.0,-0.2,-12.3,0.0,7.8,2.3,0.168,23.6,-0.1,-0.2,-0.392,False
2014,Wesley Matthews,SG,27,POR,11,11.0,38.7,5.1,12.4,0.412,2.0,6.2,0.324,3.1,6.2,0.5,0.493,2.4,2.9,0.813,0.6,3.3,3.9,1.3,1.3,0.5,2.0,4.1,14.5,5.1,0.9,-1.5,-0.3,9.1,0.1,0.5,0.235,426.0,-1.3,1.8,0.1,9.7,1.7,12.8,5.5,0.533,17.7,0.1,0.2,0.021,False
2014,Cartier Martin,SF,29,ATL,3,0.0,5.0,0.7,1.0,0.667,0.0,0.0,,0.7,1.0,0.667,0.667,0.0,0.0,,0.3,0.7,1.0,0.0,0.7,0.0,0.3,0.7,1.3,0.0,0.0,4.1,5.4,16.2,0.0,0.0,0.0,15.0,-1.2,7.2,0.0,15.0,7.1,25.0,11.4,0.667,12.4,0.0,0.0,0.146,False
2014,Shawn Marion,SF,35,DAL,7,7.0,27.6,3.4,8.4,0.407,0.6,2.6,0.222,2.9,5.9,0.488,0.441,1.0,1.6,0.636,2.0,3.3,5.3,1.9,0.9,0.1,0.7,1.6,8.4,9.7,0.4,0.9,0.1,15.1,0.1,0.305,0.186,193.0,0.7,7.8,0.1,12.5,1.6,7.3,11.2,0.462,16.1,0.1,0.2,0.057,False
2014,Ian Mahinmi,C,27,IND,19,0.0,12.7,0.7,1.4,0.481,0.0,0.0,,0.7,1.4,0.481,0.481,0.6,0.9,0.611,1.2,1.2,2.4,0.2,0.3,0.8,0.5,2.0,1.9,1.9,6.1,-1.9,2.1,11.3,0.4,0.0,0.667,241.0,-4.0,11.3,0.1,8.6,1.1,22.3,11.3,0.53,9.1,0.0,0.5,0.092,False
2014,Shelvin Mack,PG,23,ATL,7,0.0,16.9,2.7,6.7,0.404,1.4,3.9,0.37,1.3,2.9,0.45,0.511,1.3,1.7,0.75,0.4,1.4,1.9,3.6,0.6,0.0,0.9,1.4,8.1,45.1,0.0,6.2,1.1,10.3,0.2,0.574,0.255,118.0,5.1,2.7,0.3,19.1,1.8,10.3,6.3,0.545,23.0,0.2,0.4,0.183,False
2013,Francisco García,SF,31,HOU,6,3.0,27.3,3.7,8.3,0.44,2.8,6.2,0.459,0.8,2.2,0.385,0.61,0.5,0.8,0.6,0.5,2.8,3.3,1.5,0.7,0.8,0.7,3.5,10.7,9.4,2.7,3.7,1.5,11.8,0.0,0.74,0.1,164.0,2.2,2.0,0.4,14.4,1.2,7.1,6.8,0.613,15.1,0.2,0.4,0.113,False
2013,Kenneth Faried,PF,23,DEN,5,4.0,29.0,4.0,6.4,0.625,0.0,0.0,,4.0,6.4,0.625,0.625,2.2,3.0,0.733,2.4,6.0,8.4,0.2,1.0,0.2,1.0,4.4,10.2,1.1,0.6,0.2,-0.1,27.0,0.1,0.0,0.469,145.0,0.3,8.8,0.3,15.6,1.7,11.5,17.0,0.661,12.8,0.1,0.4,0.142,False
2013,Raymond Felton,PG,28,NYK,12,12.0,37.8,6.0,13.5,0.444,0.8,2.3,0.321,5.3,11.2,0.47,0.472,1.3,2.0,0.667,1.4,2.0,3.4,4.7,1.7,0.4,1.7,2.2,14.1,23.4,1.1,2.9,0.9,6.8,0.7,0.173,0.148,454.0,2.0,4.1,0.5,16.5,2.4,10.4,5.4,0.49,20.4,0.5,1.2,0.127,False
2013,Derek Fisher,SG,38,OKC,11,0.0,23.7,2.9,6.4,0.457,2.2,4.6,0.471,0.7,1.7,0.421,0.629,0.7,1.1,0.667,0.1,1.5,1.5,0.7,0.6,0.1,0.7,3.0,8.7,5.1,0.3,1.8,1.5,6.8,0.2,0.729,0.171,261.0,0.2,0.4,0.4,11.2,1.4,9.6,3.7,0.638,14.6,0.3,0.6,0.114,False
2013,Evan Fournier,SG,20,DEN,4,4.0,13.3,1.5,4.3,0.353,0.0,2.0,0.0,1.5,2.3,0.667,0.353,1.8,2.0,0.875,0.0,0.0,0.0,1.0,0.5,0.0,1.5,1.5,4.8,11.4,0.0,-7.5,-2.1,0.0,0.0,0.471,0.471,53.0,-5.4,0.0,-0.1,4.1,1.9,22.6,0.0,0.463,21.4,-0.1,-0.1,-0.104,False
2013,Paul George,SF,22,IND,19,19.0,41.1,6.3,14.6,0.43,1.8,5.5,0.327,4.5,9.1,0.491,0.491,4.9,6.7,0.727,0.8,6.6,7.4,5.1,1.3,0.5,3.9,3.8,19.2,23.9,0.9,3.7,2.3,18.1,1.0,0.375,0.462,780.0,1.4,2.5,0.9,16.6,1.8,18.4,10.6,0.548,24.4,1.1,1.9,0.118,False
2013,Kevin Garnett,C,36,BOS,6,6.0,35.3,5.0,10.0,0.5,0.0,0.3,0.0,5.0,9.7,0.517,0.5,2.7,2.8,0.941,1.5,12.2,13.7,3.5,0.8,1.0,3.2,3.8,12.7,22.4,2.5,3.4,4.1,37.9,0.6,0.033,0.283,212.0,-0.7,5.6,0.0,17.3,1.3,22.0,23.2,0.563,20.8,0.3,0.6,0.145,False
2013,Marc Gasol,C,28,MEM,15,15.0,40.6,6.2,13.7,0.454,0.0,0.0,,6.2,13.7,0.454,0.454,4.8,6.0,0.8,1.7,6.8,8.5,3.2,0.9,2.2,1.2,3.5,17.2,14.5,4.6,5.1,2.8,21.2,0.8,0.0,0.439,609.0,2.3,4.7,1.3,19.4,1.2,6.9,12.5,0.527,20.1,1.1,2.1,0.168,False
2013,Pau Gasol,PF,32,LAL,4,4.0,36.5,6.3,13.0,0.481,0.0,0.0,,6.3,13.0,0.481,0.481,1.5,2.8,0.545,1.8,9.8,11.5,6.5,0.5,0.8,3.3,1.0,14.0,32.5,1.5,3.9,1.8,31.9,0.0,0.0,0.212,146.0,2.0,5.5,0.0,17.9,0.7,18.6,18.4,0.493,22.4,0.2,0.0,0.013,False
2013,Reggie Evans,PF,32,BRK,7,7.0,29.9,1.6,3.3,0.478,0.0,0.0,,1.6,3.3,0.478,0.478,1.4,2.6,0.556,2.3,10.0,12.3,0.9,1.0,0.3,0.9,3.0,4.6,4.2,0.7,0.2,1.2,40.8,0.4,0.0,0.783,209.0,-1.0,9.0,0.2,12.3,1.8,16.3,24.6,0.517,8.3,0.1,0.5,0.125,False
2013,Taj Gibson,PF,27,CHI,12,0.0,17.2,2.6,5.5,0.47,0.0,0.2,0.0,2.6,5.3,0.484,0.47,1.3,1.8,0.727,1.3,1.8,3.0,0.3,0.3,0.5,0.8,3.1,6.5,3.5,2.4,-3.5,-0.1,12.9,0.1,0.03,0.333,206.0,-3.4,8.7,0.2,12.3,1.1,10.6,10.7,0.515,19.4,-0.1,0.3,0.059,False
2013,Festus Ezeli,C,23,GSW,12,3.0,11.2,0.5,1.1,0.462,0.0,0.0,,0.5,1.1,0.462,0.462,1.0,1.8,0.571,1.1,1.4,2.5,0.2,0.3,0.6,1.0,2.0,2.0,2.0,4.1,-4.6,1.3,13.6,0.1,0.0,1.615,134.0,-5.9,11.4,-0.1,6.4,1.1,35.0,12.6,0.54,11.4,-0.1,0.1,0.018,False
2013,Chris Duhon,PG,30,LAL,2,0.0,34.0,2.0,5.5,0.364,1.5,4.0,0.375,0.5,1.5,0.333,0.5,0.0,0.0,,0.5,1.0,1.5,3.5,1.0,0.5,2.5,2.0,5.5,15.6,1.1,-4.9,-1.4,3.5,0.0,0.727,0.0,68.0,-3.5,1.7,-0.1,5.5,1.5,31.3,2.6,0.5,11.0,0.0,-0.1,-0.06,False
2013,Monta Ellis,SG,27,MIL,4,4.0,38.0,6.0,13.8,0.436,0.8,4.8,0.158,5.3,9.0,0.583,0.464,1.5,4.0,0.375,0.5,2.8,3.3,5.5,2.5,0.3,3.5,2.0,14.3,27.1,0.6,-0.3,0.7,9.5,0.1,0.345,0.291,152.0,-1.1,1.5,-0.2,12.3,3.5,18.4,5.2,0.459,23.6,0.1,-0.2,-0.05,False
2013,Kevin Durant,SF,24,OKC,11,11.0,44.1,10.2,22.4,0.455,2.0,6.4,0.314,8.2,16.0,0.511,0.5,8.5,10.2,0.83,0.6,8.4,9.0,6.3,1.3,1.1,3.9,2.4,30.8,29.2,2.1,9.3,1.7,21.1,0.7,0.285,0.455,485.0,7.6,1.6,1.5,26.0,1.5,12.7,11.5,0.574,31.9,1.4,2.1,0.21,False
2013,Mike Dunleavy,SF,32,MIL,4,0.0,22.8,4.3,7.5,0.567,1.8,4.0,0.438,2.5,3.5,0.714,0.683,2.0,2.3,0.889,0.8,3.3,4.0,2.0,0.5,0.0,0.8,1.3,12.3,17.4,0.0,9.2,1.8,18.7,0.0,0.533,0.3,91.0,7.4,3.8,0.4,24.7,1.2,8.1,10.8,0.721,19.1,0.3,0.4,0.224,False
2013,Tim Duncan,C,36,SAS,21,21.0,35.0,7.2,15.3,0.47,0.0,0.0,0.0,7.2,15.2,0.472,0.47,3.8,4.7,0.806,2.6,7.6,10.2,1.9,0.9,1.6,2.0,2.5,18.1,9.6,3.5,2.9,1.1,24.2,1.4,0.003,0.305,735.0,1.8,8.7,1.1,21.3,1.3,10.3,16.7,0.523,26.1,0.9,2.5,0.161,False
2013,Andrew Goudelock,SG,24,LAL,3,2.0,26.7,5.3,12.0,0.444,0.7,3.3,0.2,4.7,8.7,0.538,0.472,0.7,0.7,1.0,0.3,1.3,1.7,1.0,1.7,0.0,1.3,2.3,12.0,7.2,0.0,-3.1,0.1,6.0,0.0,0.278,0.056,80.0,-3.2,1.4,-0.1,12.4,3.3,9.8,3.6,0.488,23.9,0.0,-0.1,-0.03,False
2013,Keyon Dooling,PG,32,MEM,14,0.0,8.1,0.6,1.7,0.333,0.4,0.9,0.385,0.2,0.8,0.273,0.438,0.4,0.4,1.0,0.0,0.4,0.4,0.3,0.1,0.0,0.2,1.0,1.9,5.6,0.0,-5.5,-0.7,5.5,0.0,0.542,0.25,114.0,-4.9,0.0,0.0,4.4,0.5,10.1,2.6,0.507,12.1,-0.1,0.1,0.032,False
2013,Boris Diaw,PF,30,SAS,16,1.0,17.1,1.5,3.4,0.444,0.3,0.8,0.385,1.2,2.6,0.463,0.491,0.8,0.9,0.857,0.5,2.0,2.5,1.8,0.3,0.2,0.8,1.8,4.1,15.0,0.8,0.3,1.4,13.0,0.3,0.241,0.259,273.0,-1.1,3.5,0.2,10.1,0.8,17.8,8.4,0.54,12.7,0.2,0.5,0.095,False
2013,Luol Deng,SF,27,CHI,5,5.0,44.8,6.4,16.8,0.381,0.2,3.6,0.056,6.2,13.2,0.47,0.387,0.8,2.0,0.4,1.0,6.6,7.6,3.8,1.0,0.6,2.4,2.4,13.8,14.9,1.1,-4.1,-0.8,18.6,0.1,0.214,0.119,224.0,-3.3,2.7,-0.4,8.3,1.2,12.0,10.4,0.39,21.2,-0.1,-0.3,-0.066,False
2013,Carlos Delfino,SF,30,HOU,5,0.0,24.0,3.0,8.0,0.375,2.2,6.2,0.355,0.8,1.8,0.444,0.513,0.8,0.8,1.0,0.2,2.2,2.4,2.0,0.6,0.2,1.0,2.0,9.0,14.1,0.7,2.3,0.6,10.4,0.0,0.775,0.1,120.0,1.7,0.9,0.1,11.8,1.3,10.7,5.6,0.539,17.2,0.1,0.1,0.053,False
2013,Austin Daye,SF,24,MEM,4,0.0,5.0,0.8,2.0,0.375,0.0,0.3,0.0,0.8,1.8,0.429,0.375,0.3,0.3,1.0,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.5,1.8,0.0,4.2,-8.5,-2.8,6.3,0.0,0.125,0.125,20.0,-5.7,0.0,0.0,4.1,0.0,10.6,3.0,0.415,22.0,0.0,0.0,-0.077,False
2013,Nando De Colo,SG,25,SAS,5,0.0,2.8,0.2,0.8,0.25,0.0,0.6,0.0,0.2,0.2,1.0,0.25,0.4,0.4,1.0,0.4,0.4,0.8,0.4,0.0,0.0,0.0,0.2,0.8,20.5,0.0,-0.2,-1.3,15.9,0.0,0.75,0.5,14.0,1.1,16.9,0.0,17.0,0.0,0.0,16.4,0.41,16.5,0.0,0.1,0.184,False
2013,Manu Ginóbili,SG,35,SAS,21,3.0,26.7,3.7,9.2,0.399,1.4,4.6,0.302,2.3,4.6,0.495,0.474,2.8,3.8,0.738,0.4,3.3,3.7,5.0,1.1,0.3,2.6,2.5,11.5,29.7,0.8,2.8,1.6,13.7,0.8,0.497,0.415,560.0,1.2,1.9,0.5,16.5,2.3,19.4,8.0,0.53,23.9,0.7,1.3,0.11,False
2013,Kris Humphries,PF,27,BRK,7,0.0,11.9,2.0,4.4,0.452,0.0,0.0,,2.0,4.4,0.452,0.452,0.4,1.0,0.429,1.4,1.9,3.3,0.1,0.1,0.4,0.3,2.1,4.4,2.1,2.6,-4.3,-1.6,19.1,0.1,0.0,0.226,83.0,-2.7,14.1,0.1,13.6,0.7,5.5,16.6,0.455,20.5,0.0,0.1,0.086,False
2013,Danny Green,SG,25,SAS,21,21.0,31.9,4.0,8.9,0.446,2.6,5.4,0.482,1.3,3.4,0.389,0.594,0.6,0.7,0.8,0.9,3.3,4.1,1.5,1.0,1.1,0.9,2.4,11.1,7.4,2.6,4.8,2.4,11.5,0.9,0.613,0.081,669.0,2.4,3.2,1.2,15.2,1.8,9.0,7.5,0.605,15.0,1.1,2.1,0.154,False
2013,Draymond Green,SF,22,GSW,12,1.0,18.6,2.0,4.7,0.429,0.8,1.9,0.391,1.3,2.8,0.455,0.509,1.1,1.4,0.765,1.2,3.1,4.3,1.6,0.5,0.8,1.0,2.9,5.8,12.5,3.5,3.1,3.3,17.7,0.3,0.411,0.304,223.0,-0.3,7.4,0.3,13.9,1.4,15.9,12.8,0.551,15.1,0.3,0.6,0.125,False
2013,Marquis Daniels,SF,32,MIL,3,0.0,11.0,2.0,3.7,0.545,0.0,0.7,0.0,2.0,3.0,0.667,0.545,0.0,0.0,,0.0,1.3,1.3,1.3,0.3,0.0,0.3,1.0,4.0,23.7,0.0,1.0,1.7,15.8,0.0,0.182,0.0,33.0,-0.6,0.0,0.0,14.9,1.6,8.3,7.4,0.545,17.1,0.0,0.0,0.069,False
2013,Serge Ibaka,PF,23,OKC,11,11.0,33.3,5.4,12.3,0.437,0.4,0.8,0.444,5.0,11.5,0.437,0.452,1.7,2.2,0.792,3.5,4.8,8.4,0.7,0.0,3.0,0.6,3.5,12.8,3.9,7.8,0.8,-0.1,16.1,0.5,0.067,0.178,366.0,0.9,12.1,0.5,17.1,0.0,4.6,14.1,0.484,19.1,0.3,1.0,0.131,False
2013,Dwight Howard,C,27,LAL,4,4.0,31.5,6.5,10.5,0.619,0.0,0.0,,6.5,10.5,0.619,0.619,4.0,9.0,0.444,2.5,8.3,10.8,1.0,0.5,2.0,4.0,4.3,17.0,6.2,4.5,-0.6,0.9,31.2,0.1,0.0,0.857,126.0,-1.5,9.1,0.0,19.0,0.8,21.7,19.9,0.588,27.4,0.0,0.0,0.019,False
2013,Al Horford,C,26,ATL,6,6.0,36.3,6.8,13.8,0.494,0.0,0.0,,6.8,13.8,0.494,0.494,3.0,4.5,0.667,2.0,6.8,8.8,3.0,1.0,0.8,1.5,2.8,16.7,16.8,1.9,3.6,1.3,21.1,0.3,0.0,0.325,218.0,2.3,5.9,0.3,19.1,1.4,8.7,13.3,0.527,22.6,0.3,0.6,0.136,False
2013,Ryan Hollins,C,28,LAC,5,0.0,7.4,1.0,1.8,0.556,0.0,0.0,,1.0,1.8,0.556,0.556,0.2,0.4,0.5,0.6,0.4,1.0,0.4,0.0,0.4,0.4,2.0,2.2,9.0,4.1,-3.8,-0.1,6.7,0.0,0.0,0.222,37.0,-3.7,10.7,0.0,9.7,0.0,16.8,8.6,0.557,15.6,0.0,0.0,0.036,False
2013,Kirk Hinrich,PG,32,CHI,4,4.0,40.5,4.0,9.3,0.432,1.0,2.8,0.364,3.0,6.5,0.462,0.486,2.3,3.5,0.643,0.3,2.5,2.8,5.8,2.0,0.3,2.0,3.5,11.3,23.2,0.5,0.7,2.2,7.8,0.1,0.297,0.378,162.0,-1.5,0.7,0.2,12.7,2.7,15.6,4.2,0.521,14.9,0.1,0.2,0.064,False
2013,Jordan Hill,PF,25,LAL,3,0.0,10.3,1.7,3.3,0.5,0.0,0.0,,1.7,3.3,0.5,0.5,0.0,0.0,,0.7,3.0,3.7,0.3,0.0,0.7,0.0,0.7,3.3,5.8,4.6,1.1,-0.1,34.6,0.0,0.0,0.0,31.0,1.2,7.4,0.0,17.7,0.0,0.0,20.7,0.5,15.1,0.0,0.1,0.086,False
2013,Grant Hill,SF,40,LAC,1,0.0,20.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,0.0,,2.0,2.0,4.0,2.0,0.0,0.0,1.0,5.0,4.0,15.8,0.0,-3.0,-1.2,12.4,0.0,0.0,0.0,20.0,-1.7,13.2,0.0,7.4,0.0,20.0,12.8,0.5,12.1,0.0,0.0,0.026,False
2013,George Hill,PG,26,IND,18,18.0,38.1,4.6,11.5,0.401,1.9,5.3,0.358,2.7,6.2,0.438,0.483,3.5,4.2,0.829,0.3,3.4,3.7,4.3,1.2,0.2,2.2,2.3,14.6,20.6,0.5,2.7,1.3,10.2,0.6,0.459,0.367,685.0,1.4,0.9,1.2,14.6,1.8,14.3,5.7,0.547,19.1,0.8,1.8,0.125,False
2013,Ray Allen,SG,37,MIA,23,0.0,24.9,3.2,7.5,0.43,1.7,4.2,0.406,1.5,3.3,0.461,0.544,2.0,2.3,0.87,0.6,2.2,2.8,1.3,0.5,0.1,1.2,1.8,10.2,8.3,0.4,0.7,-0.8,10.8,0.5,0.558,0.314,573.0,1.5,2.9,1.1,14.4,1.2,12.1,6.9,0.598,18.8,0.4,1.5,0.129,True
2013,Roy Hibbert,C,26,IND,19,19.0,36.5,6.3,12.4,0.511,0.0,0.0,,6.3,12.4,0.511,0.511,4.4,5.4,0.806,4.7,5.2,9.9,1.4,0.2,1.9,2.3,3.9,17.0,7.6,4.4,2.9,1.0,15.9,0.8,0.0,0.438,694.0,1.8,15.9,1.9,21.2,0.2,13.3,15.9,0.576,21.8,0.9,2.7,0.187,False
2013,John Henson,PF,22,MIL,4,0.0,8.3,0.8,2.8,0.273,0.0,0.3,0.0,0.8,2.5,0.3,0.273,0.0,0.0,,0.0,2.0,2.0,0.3,0.5,0.0,0.5,1.3,1.5,5.0,0.0,-10.4,-0.8,31.7,0.0,0.091,0.0,33.0,-9.6,0.0,-0.2,-0.1,3.2,15.4,14.9,0.273,18.6,-0.1,-0.1,-0.18,False
2013,Udonis Haslem,PF,32,MIA,22,19.0,16.2,2.3,3.9,0.593,0.0,0.0,,2.3,3.9,0.593,0.593,0.4,0.6,0.571,1.2,2.5,3.6,0.3,0.7,0.2,0.6,2.5,5.0,2.8,1.2,-0.3,0.8,18.4,0.5,0.0,0.163,357.0,-1.1,9.2,0.5,14.2,2.3,13.2,13.8,0.597,14.4,0.2,1.1,0.142,True
2013,Devin Harris,SG,29,ATL,6,6.0,37.5,3.8,10.5,0.365,0.8,4.2,0.2,3.0,6.3,0.474,0.405,2.8,4.2,0.68,0.3,2.5,2.8,3.7,1.7,0.2,2.0,3.0,11.3,16.9,0.4,-2.3,0.2,7.5,0.2,0.397,0.397,225.0,-2.5,1.0,-0.2,9.3,2.3,14.0,4.1,0.459,18.2,0.0,0.1,0.012,False
2013,James Harden,SG,23,HOU,6,6.0,40.5,7.5,19.2,0.391,2.5,7.3,0.341,5.0,11.8,0.423,0.457,8.8,11.0,0.803,0.8,5.8,6.7,4.5,2.0,1.0,4.5,3.0,26.3,21.0,2.2,5.3,1.2,16.3,0.1,0.383,0.574,243.0,4.1,2.3,0.4,20.8,2.5,15.8,9.2,0.548,31.0,0.5,0.5,0.1,False
2013,Tyler Hansbrough,PF,27,IND,19,0.0,12.7,1.4,3.3,0.419,0.0,0.0,,1.4,3.3,0.419,0.419,1.4,2.3,0.591,1.9,1.3,3.2,0.3,0.3,0.0,0.8,2.2,4.1,3.7,0.0,-4.1,-1.2,11.7,0.2,0.0,0.71,241.0,-2.9,18.3,0.2,11.4,1.4,15.6,14.9,0.479,18.7,-0.1,0.4,0.073,False
2013,Ben Hansbrough,PG,25,IND,6,0.0,3.7,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.2,0.3,0.5,0.5,0.0,0.2,0.3,0.3,0.0,20.4,3.7,-11.4,-2.3,10.2,0.0,0.6,0.0,22.0,-9.1,5.6,-0.1,-6.4,0.0,28.6,8.0,0.0,14.9,-0.1,-0.1,-0.254,False
2013,Richard Hamilton,SG,34,CHI,4,0.0,17.0,2.5,6.8,0.37,0.8,1.8,0.429,1.8,5.0,0.35,0.426,0.8,1.0,0.75,0.0,0.8,0.8,1.3,0.3,0.5,1.3,1.3,6.5,13.0,2.5,-0.9,0.3,5.6,0.0,0.259,0.148,68.0,-1.3,0.0,-0.1,7.6,0.8,14.8,2.7,0.452,23.5,0.0,-0.1,-0.067,False
2013,Jordan Hamilton,SF,22,DEN,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.8,-10.6,0.0,0.0,0.0,0.0,2.0,-14.2,0.0,0.0,-19.7,0.0,0.0,0.0,0.0,21.4,0.0,0.0,-0.536,False
2013,Blake Griffin,PF,23,LAC,6,5.0,26.3,4.8,10.7,0.453,0.0,0.0,,4.8,10.7,0.453,0.453,3.5,4.3,0.808,1.3,4.2,5.5,2.5,0.0,0.8,2.2,4.0,13.2,17.3,2.4,-0.4,-1.4,19.6,0.0,0.0,0.406,158.0,1.0,6.7,0.2,16.3,0.0,14.7,13.4,0.524,27.1,0.1,0.1,0.045,False
2013,Willie Green,SG,31,LAC,3,0.0,6.7,0.7,1.0,0.667,0.0,0.3,0.0,0.7,0.7,1.0,0.667,0.7,0.7,1.0,0.0,1.0,1.0,0.7,0.3,0.0,0.0,0.0,2.0,15.8,0.0,9.7,3.1,18.6,0.0,0.333,0.667,20.0,6.6,0.0,0.1,21.6,2.7,0.0,9.6,0.773,9.4,0.1,0.1,0.224,False
2013,Jeff Green,PF,26,BOS,6,6.0,43.0,6.2,14.2,0.435,1.7,3.7,0.455,4.5,10.5,0.429,0.494,6.3,7.5,0.844,1.0,4.3,5.3,2.3,0.3,0.7,3.2,3.7,20.3,12.3,1.3,1.0,0.6,11.1,0.3,0.259,0.529,258.0,0.4,3.1,0.3,14.7,0.4,15.3,7.4,0.582,24.5,0.2,0.6,0.113,False
2013,Gerald Green,SF,27,IND,9,0.0,11.7,2.3,5.6,0.42,1.2,3.7,0.333,1.1,1.9,0.588,0.53,0.2,0.2,1.0,0.2,1.1,1.3,0.3,0.0,0.1,0.7,1.1,6.1,6.1,0.8,0.7,-0.9,10.7,0.1,0.66,0.04,105.0,1.6,2.3,0.1,12.9,0.0,10.5,6.7,0.54,25.3,0.1,0.2,0.073,False
2013,Ed Davis,PF,23,MEM,8,0.0,6.0,0.6,1.5,0.417,0.0,0.0,,0.6,1.5,0.417,0.417,0.4,0.5,0.75,0.5,0.9,1.4,0.0,0.0,0.1,0.3,0.9,1.6,0.0,1.8,-6.9,-2.4,18.4,0.0,0.0,0.333,48.0,-4.5,9.5,0.0,7.8,0.0,12.7,13.7,0.472,15.3,-0.1,0.0,0.038,False
2013,Chris Andersen,C,34,MIA,20,0.0,15.2,2.3,2.9,0.807,0.0,0.0,,2.3,2.9,0.807,0.807,1.8,2.5,0.735,1.6,2.2,3.8,0.2,0.5,1.1,0.6,2.7,6.4,1.7,6.2,5.5,2.8,17.6,0.5,0.0,0.86,303.0,2.8,13.3,1.4,24.9,1.6,12.3,15.5,0.815,14.3,0.6,1.9,0.309,True
2013,Samuel Dalembert,C,31,MIL,1,0.0,9.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,4.0,0.25,1.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,-26.4,-4.1,29.0,0.0,0.0,2.0,9.0,-22.3,12.9,-0.1,-15.5,5.9,34.7,20.4,0.133,30.1,-0.1,-0.1,-0.544,False
2013,Stephen Curry,PG,24,GSW,12,12.0,41.4,8.5,19.6,0.434,3.5,8.8,0.396,5.0,10.8,0.465,0.523,2.9,3.2,0.921,0.4,3.4,3.8,8.1,1.7,0.2,3.3,2.9,23.4,33.3,0.3,4.7,0.2,8.8,0.3,0.451,0.162,497.0,4.5,1.2,1.3,20.5,2.1,13.7,5.2,0.558,26.2,0.8,1.7,0.161,False
2013,Steve Blake,PG,32,LAL,2,2.0,37.5,5.5,14.0,0.393,2.5,6.0,0.417,3.0,8.0,0.375,0.482,0.5,0.5,1.0,0.0,4.0,4.0,2.5,2.0,1.5,2.0,4.0,14.0,11.7,2.9,1.7,2.1,12.7,0.0,0.429,0.036,75.0,-0.4,0.0,0.0,12.1,2.8,12.3,6.2,0.492,20.2,0.1,0.0,-0.008,False
2013,DeJuan Blair,PF,23,SAS,12,0.0,6.3,1.8,2.8,0.618,0.0,0.0,,1.8,2.8,0.618,0.618,0.4,0.8,0.556,0.5,1.5,2.0,0.6,0.4,0.1,0.1,1.2,3.9,18.7,1.0,7.5,4.3,26.3,0.2,0.0,0.265,76.0,3.2,9.4,0.4,31.2,3.5,2.6,18.1,0.619,24.2,0.2,0.6,0.348,False
