player,season,fg3_per_g,fg3a_per_g,fg3_pct,champion
Zydrunas Ilgauskas,2007,0.0,0.0,0.0,False
Steve Blake,2007,1.6,3.2,0.5,False
Matt Bonner,2007,0.1,0.4,0.25,True
Erick Dampier,2007,0.0,0.0,0.0,False
Pat Burke,2007,0.0,0.0,0.0,False
Austin Croshere,2007,1.0,1.3,0.75,False
Brian Cook,2007,0.6,1.4,0.429,False
Jason Collins,2007,0.0,0.0,0.0,False
Jarron Collins,2007,0.0,0.0,0.0,False
Vince Carter,2007,1.8,4.5,0.389,False
Anthony Carter,2007,0.0,0.0,0.0,False
Marcus Camby,2007,0.0,0.0,0.0,False
José Calderón,2007,0.5,2.0,0.25,False
Andrew Bynum,2007,0.0,0.0,0.0,False
Greg Buckner,2007,0.0,0.7,0.0,False
Calvin Booth,2007,0.0,0.0,0.0,False
Kobe Bryant,2007,2.0,5.6,0.357,False
Shannon Brown,2007,0.0,0.0,0.0,False
P.J. Brown,2007,0.0,0.0,0.0,False
Kwame Brown,2007,0.0,0.0,0.0,False
Dee Brown,2007,0.0,0.8,0.0,False
Ronnie Brewer,2007,0.0,0.0,0.0,False
Bruce Bowen,2007,1.7,3.7,0.446,True
Chris Bosh,2007,0.2,0.8,0.2,False
Carlos Boozer,2007,0.0,0.0,0.0,False
Lindsey Hunter,2007,0.3,1.4,0.222,False
Matt Barnes,2007,1.7,4.1,0.422,False
Allen Iverson,2007,1.0,3.4,0.294,False
Morris Peterson,2007,1.0,2.0,0.5,False
Mike Sweetney,2007,0.0,0.0,0.0,False
Amar'e Stoudemire,2007,0.1,0.3,0.333,False
DeShawn Stevenson,2007,0.8,4.8,0.158,False
Jerry Stackhouse,2007,1.8,5.2,0.355,False
Vassilis Spanoulis,2007,0.0,0.0,0.0,False
Darius Songaila,2007,0.0,0.5,0.0,False
Kirk Snyder,2007,0.0,0.7,0.0,False
Eric Snow,2007,0.0,0.2,0.0,False
J.R. Smith,2007,0.0,3.0,0.0,False
Thabo Sefolosha,2007,0.3,0.9,0.375,False
Michael Ruffin,2007,0.0,0.3,0.0,False
Jalen Rose,2007,0.0,1.0,0.0,False
Clifford Robinson,2007,0.3,0.5,0.5,False
Bernard Robinson,2007,0.0,0.0,0.0,False
Jason Richardson,2007,2.6,7.5,0.354,False
J.J. Redick,2007,1.0,1.0,1.0,False
Tayshaun Prince,2007,1.1,2.8,0.409,False
Josh Powell,2007,0.0,0.0,0.0,False
James Posey,2007,1.5,4.8,0.316,False
Scot Pollard,2007,0.0,0.0,0.0,False
Mickaël Piétrus,2007,0.6,2.5,0.259,False
Jason Terry,2007,1.5,5.3,0.281,False
Etan Thomas,2007,0.0,0.0,0.0,False
Kurt Thomas,2007,0.0,0.0,0.0,False
Ben Wallace,2007,0.0,0.1,0.0,False
Dorell Wright,2007,0.0,0.0,0.0,False
Antoine Wright,2007,0.3,0.5,0.5,False
Shammond Williams,2007,0.5,2.0,0.25,False
Marcus Williams,2007,0.1,1.1,0.077,False
Jason Williams,2007,1.3,4.3,0.294,False
Deron Williams,2007,1.1,3.4,0.333,False
Chris Webber,2007,0.0,0.1,0.0,False
Luke Walton,2007,1.0,2.4,0.417,False
Rasheed Wallace,2007,1.6,4.5,0.347,False
Antoine Walker,2007,2.0,4.0,0.5,False
Tyrus Thomas,2007,0.0,0.0,0.0,False
Dwyane Wade,2007,0.0,1.3,0.0,False
Sasha Vujačić,2007,0.3,1.0,0.25,False
Luke Jackson,2007,0.0,0.0,0.0,False
Jacque Vaughn,2007,0.0,0.0,0.0,True
Anderson Varejão,2007,0.0,0.2,0.0,False
Beno Udrih,2007,0.0,0.3,0.0,True
Hedo Türkoğlu,2007,0.8,2.3,0.333,False
Ronny Turiaf,2007,0.0,0.0,0.0,False
Jake Tsakalidis,2007,0.0,0.0,0.0,False
Eric Piatkowski,2007,0.0,0.0,0.0,False
Donell Taylor,2007,0.0,0.0,0.0,False
Gary Payton,2007,0.0,0.5,0.0,False
Paul Millsap,2007,0.0,0.1,0.0,False
C.J. Miles,2007,0.0,0.0,0.0,False
Tracy McGrady,2007,1.3,5.1,0.25,False
Antonio McDyess,2007,0.0,0.1,0.0,False
Jason Maxiell,2007,0.0,0.1,0.0,False
Roger Mason,2007,1.3,2.5,0.5,False
Darrick Martin,2007,0.0,1.0,0.0,False
Donyell Marshall,2007,0.7,2.4,0.311,False
Shawn Marion,2007,1.1,3.1,0.353,False
Linas Kleiza,2007,0.2,1.2,0.167,False
Andrei Kirilenko,2007,0.2,0.5,0.333,False
Jason Kidd,2007,2.8,6.8,0.42,False
Jason Kapono,2007,0.5,1.0,0.5,False
James Jones,2007,0.7,1.6,0.444,False
Eddie Jones,2007,0.3,2.0,0.167,False
Damon Jones,2007,0.6,2.0,0.318,False
Richard Jefferson,2007,1.1,3.3,0.325,False
Šarūnas Jasikevičius,2007,0.0,0.0,0.0,False
Antawn Jamison,2007,2.3,6.5,0.346,False
LeBron James,2007,1.1,3.8,0.28,False
Stephen Jackson,2007,2.4,6.5,0.361,False
Sasha Pavlović,2007,1.0,2.9,0.345,False
Darko Miličić,2007,0.0,0.0,0.0,False
John Lucas III,2007,0.0,0.5,0.0,False
Yao Ming,2007,0.0,0.0,0.0,False
Rasho Nesterović,2007,0.0,0.0,0.0,False
Smush Parker,2007,0.2,1.2,0.167,False
Anthony Parker,2007,1.3,3.3,0.4,False
Mehmet Okur,2007,1.5,4.6,0.316,False
Lamar Odom,2007,0.6,2.2,0.273,False
Fabricio Oberto,2007,0.0,0.1,0.0,True
Shaquille O'Neal,2007,0.0,0.0,0.0,False
Dirk Nowitzki,2007,0.7,3.2,0.211,False
Andrés Nocioni,2007,1.3,3.9,0.333,False
Ira Newble,2007,0.0,0.3,0.0,False
Tony Parker,2007,0.4,1.1,0.333,True
Jameer Nelson,2007,1.3,3.5,0.357,False
Eduardo Nájera,2007,0.0,0.6,0.0,False
Boštjan Nachbar,2007,1.5,4.0,0.375,False
Dikembe Mutombo,2007,0.0,0.0,0.0,False
Ronald Murray,2007,0.0,0.2,0.0,False
Alonzo Mourning,2007,0.0,0.0,0.0,False
Mikki Moore,2007,0.0,0.0,0.0,False
Nazr Mohammed,2007,0.0,0.0,0.0,False
Steve Nash,2007,1.7,3.5,0.487,False
Richard Hamilton,2006,0.8,2.2,0.35,False
Danny Granger,2006,1.5,2.7,0.563,False
Brian Grant,2006,0.0,0.0,0.0,False
Adrian Griffin,2006,0.0,0.0,0.0,False
Jason Hart,2006,0.0,0.0,0.0,False
Othella Harrington,2006,0.0,0.0,0.0,False
Devin Harris,2006,0.0,0.3,0.0,False
David Harrison,2006,0.0,0.0,0.0,False
Drew Gooden,2006,0.0,0.0,0.0,False
Udonis Haslem,2006,0.0,0.0,0.0,True
Ben Gordon,2006,2.5,6.8,0.366,False
Pau Gasol,2006,0.0,0.3,0.0,False
Manu Ginóbili,2006,1.1,3.2,0.333,False
Eddie Gill,2006,0.0,0.0,0.0,False
Devean George,2006,1.3,3.0,0.429,False
Francisco García,2006,0.2,0.7,0.25,False
Dan Gadzuric,2006,0.0,0.0,0.0,False
Jeff Foster,2006,0.0,0.0,0.0,False
T.J. Ford,2006,0.4,1.0,0.4,False
Michael Finley,2006,1.4,3.6,0.383,False
Daniel Ewing,2006,0.0,0.0,0.0,False
Alan Henderson,2006,0.0,0.0,0.0,False
Brendan Haywood,2006,0.0,0.0,0.0,False
Eddie Jones,2006,0.8,1.8,0.429,False
Kirk Hinrich,2006,1.5,4.3,0.346,False
Robert Horry,2006,0.5,1.3,0.353,False
Maurice Evans,2006,0.4,0.7,0.636,False
Damon Jones,2006,0.4,1.4,0.278,False
Dahntay Jones,2006,0.0,0.0,0.0,False
Ervin Johnson,2006,0.0,0.0,0.0,False
DerMarr Johnson,2006,0.3,3.3,0.1,False
Anthony Johnson,2006,1.3,3.3,0.4,False
Jared Jeffries,2006,0.2,1.2,0.143,False
Richard Jefferson,2006,1.1,2.6,0.414,False
Šarūnas Jasikevičius,2006,0.3,1.5,0.222,False
Antawn Jamison,2006,1.7,5.3,0.313,False
LeBron James,2006,1.6,4.8,0.333,False
Stephen Jackson,2006,1.0,4.3,0.231,False
Jim Jackson,2006,0.0,0.3,0.0,False
Jermaine Jackson,2006,0.0,0.0,0.0,False
Bobby Jackson,2006,1.0,2.8,0.364,False
D.J. Mbenga,2006,0.0,0.0,0.0,False
Zydrunas Ilgauskas,2006,0.0,0.0,0.0,False
Lindsey Hunter,2006,0.8,2.4,0.318,False
Larry Hughes,2006,0.6,2.0,0.278,False
Josh Howard,2006,1.0,2.8,0.369,False
Eddie House,2006,0.2,1.0,0.214,False
Reggie Evans,2006,0.0,0.4,0.0,False
Shareef Abdur-Rahim,2006,0.0,0.5,0.0,False
Francisco Elson,2006,0.0,0.0,0.0,False
Pat Burke,2006,0.3,0.7,0.5,False
Kobe Bryant,2006,2.0,5.0,0.4,False
Kwame Brown,2006,0.0,0.0,0.0,False
Elton Brand,2006,0.0,0.1,0.0,False
Earl Boykins,2006,0.8,3.8,0.211,False
Bruce Bowen,2006,1.2,2.3,0.5,False
Andrew Bogut,2006,0.0,0.0,0.0,False
Chauncey Billups,2006,1.8,5.2,0.34,False
Mike Bibby,2006,1.5,4.3,0.346,False
Raja Bell,2006,2.4,5.1,0.465,False
Charlie Bell,2006,1.0,2.2,0.455,False
Shane Battier,2006,0.5,1.8,0.286,False
Brent Barry,2006,1.3,2.6,0.5,False
Leandro Barbosa,2006,1.4,3.5,0.391,False
Chucky Atkins,2006,1.0,2.8,0.364,False
Darrell Armstrong,2006,0.0,0.6,0.0,False
Gilbert Arenas,2006,3.3,7.7,0.435,False
Carmelo Anthony,2006,0.0,0.8,0.0,False
Shandon Anderson,2006,0.1,0.2,0.333,True
Derek Anderson,2006,0.6,1.8,0.357,True
Malik Allen,2006,0.0,0.0,0.0,False
James Jones,2006,0.4,1.3,0.308,False
Greg Buckner,2006,2.0,6.4,0.313,False
Antonio Burks,2006,0.0,0.0,0.0,False
Tim Duncan,2006,0.0,0.2,0.0,False
Caron Butler,2006,0.5,2.3,0.214,False
Chris Duhon,2006,1.2,2.7,0.438,False
Michael Doleac,2006,0.0,0.0,0.0,True
DeSagana Diop,2006,0.0,0.0,0.0,False
Boris Diaw,2006,0.2,0.4,0.429,False
Luol Deng,2006,0.2,0.8,0.2,False
Tony Delk,2006,0.2,0.9,0.2,False
Carlos Delfino,2006,0.1,0.3,0.5,False
Dale Davis,2006,0.0,0.0,0.0,False
Marquis Daniels,2006,0.1,0.3,0.4,False
Antonio Daniels,2006,0.5,1.8,0.273,False
Erick Dampier,2006,0.0,0.1,0.0,False
Austin Croshere,2006,1.5,3.8,0.391,False
Brian Cook,2006,0.6,1.6,0.364,False
Jason Collins,2006,0.0,0.0,0.0,False
Tyson Chandler,2006,0.0,0.0,0.0,False
Kelvin Cato,2006,0.0,0.0,0.0,False
Sam Cassell,2006,1.3,3.6,0.349,False
Vince Carter,2006,1.3,5.3,0.241,False
Brian Cardinal,2006,0.3,0.7,0.5,False
Marcus Camby,2006,0.0,0.0,0.0,False
Andrew Bynum,2006,0.0,0.0,0.0,False
Fred Jones,2006,1.0,2.7,0.375,False
Chris Kaman,2006,0.0,0.0,0.0,False
Antoine Wright,2006,0.0,0.0,0.0,False
Tayshaun Prince,2006,1.2,2.6,0.457,False
Tim Thomas,2006,2.4,5.4,0.444,False
Kenny Thomas,2006,0.0,0.0,0.0,False
John Thomas,2006,0.0,0.0,0.0,False
Etan Thomas,2006,0.0,0.0,0.0,False
Billy Thomas,2006,0.0,1.3,0.0,False
Jason Terry,2006,1.4,4.6,0.307,False
Donell Taylor,2006,0.0,1.0,0.0,False
Mike Sweetney,2006,0.0,0.0,0.0,False
Peja Stojaković,2006,0.0,1.5,0.0,False
Jerry Stackhouse,2006,1.0,3.0,0.338,False
Eric Snow,2006,0.0,0.1,0.0,False
Joe Smith,2006,0.0,0.0,0.0,False
James Singleton,2006,0.0,0.3,0.0,False
Bobby Simmons,2006,1.0,2.4,0.417,False
Wayne Simien,2006,0.0,0.0,0.0,True
Luke Schenscher,2006,0.0,0.0,0.0,False
Michael Ruffin,2006,0.0,0.0,0.0,False
Quinton Ross,2006,0.0,0.0,0.0,False
Clifford Robinson,2006,0.8,2.4,0.316,False
Michael Redd,2006,1.4,3.0,0.467,False
Željko Rebrača,2006,0.0,0.0,0.0,False
Jamaal Tinsley,2006,0.0,2.0,0.0,False
Jake Tsakalidis,2006,0.0,0.0,0.0,False
Nikoloz Tskitishvili,2006,0.0,0.3,0.0,False
Luke Walton,2006,0.6,1.6,0.364,False
Lorenzen Wright,2006,0.0,0.0,0.0,False
Jason Kapono,2006,0.0,0.0,0.0,True
Metta World Peace,2006,1.8,5.4,0.333,False
Corliss Williamson,2006,0.0,0.0,0.0,False
Mo Williams,2006,0.4,2.2,0.182,False
Jason Williams,2006,1.1,4.1,0.274,True
Jiří Welsch,2006,0.0,0.0,0.0,False
Bonzi Wells,2006,0.8,1.3,0.625,False
Hakim Warrick,2006,0.0,0.3,0.0,False
Rasheed Wallace,2006,1.8,4.4,0.405,False
Ronny Turiaf,2006,0.0,0.0,0.0,False
Ben Wallace,2006,0.0,0.1,0.0,False
Antoine Walker,2006,2.1,6.4,0.324,True
Dwyane Wade,2006,0.6,1.6,0.378,True
Sasha Vujačić,2006,1.3,2.1,0.6,False
Jacque Vaughn,2006,0.0,0.1,0.0,False
Anderson Varejão,2006,0.0,0.0,0.0,False
Keith Van Horn,2006,0.6,2.0,0.286,False
Nick Van Exel,2006,0.3,0.8,0.3,False
Beno Udrih,2006,0.1,0.9,0.167,False
Vladimir Radmanović,2006,1.6,3.4,0.463,False
Kurt Thomas,2006,0.0,0.0,0.0,False
Ronnie Price,2006,0.0,0.0,0.0,False
Boštjan Nachbar,2006,0.0,0.0,0.0,False
Lamond Murray,2006,1.1,3.1,0.353,False
Alonzo Mourning,2006,0.0,0.0,0.0,True
Nazr Mohammed,2006,0.1,0.1,1.0,False
Cuttino Mobley,2006,0.9,2.5,0.367,False
Mike Miller,2006,0.3,2.0,0.125,False
Brad Miller,2006,0.2,1.2,0.143,False
Andre Miller,2006,0.0,0.0,0.0,False
Aaron McKie,2006,0.0,0.0,0.0,False
Antonio McDyess,2006,0.0,0.1,0.0,False
Walter McCarty,2006,0.0,0.1,0.0,False
Kevin Martin,2006,1.0,3.2,0.316,False
Kenyon Martin,2006,0.0,0.0,0.0,False
Donyell Marshall,2006,1.4,3.5,0.391,False
Shawn Marion,2006,1.1,3.5,0.314,False
Jamaal Magloire,2006,0.0,0.0,0.0,False
Corey Maggette,2006,0.7,2.0,0.333,False
Shaun Livingston,2006,0.1,0.1,1.0,False
Toni Kukoč,2006,1.7,2.7,0.625,False
Nenad Krstić,2006,0.0,0.0,0.0,False
Josh Powell,2006,0.0,0.0,0.0,False
Jason Kidd,2006,1.4,4.5,0.3,False
Ronald Murray,2006,0.4,1.8,0.208,False
Linas Kleiza,2006,0.0,0.3,0.0,False
Eduardo Nájera,2006,0.0,0.0,0.0,False
Jannero Pargo,2006,0.6,1.0,0.6,False
Steve Nash,2006,1.6,4.4,0.368,False
James Posey,2006,1.6,3.8,0.422,True
Scot Pollard,2006,0.0,0.0,0.0,False
Zoran Planinić,2006,0.0,0.0,0.0,False
Eric Piatkowski,2006,0.3,0.8,0.4,False
Gary Payton,2006,0.7,2.5,0.293,True
Sasha Pavlović,2006,0.0,0.3,0.0,False
Ruben Patterson,2006,0.0,0.0,0.0,False
Tony Parker,2006,0.2,0.7,0.222,False
Smush Parker,2006,0.6,3.7,0.154,False
Vitaly Potapenko,2006,0.0,0.0,0.0,False
Scott Padgett,2006,0.0,0.3,0.0,False
Fabricio Oberto,2006,0.0,0.0,0.0,False
Shaquille O'Neal,2006,0.0,0.0,0.0,True
Jermaine O'Neal,2006,0.0,0.3,0.0,False
Dirk Nowitzki,2006,1.0,2.9,0.343,False
Andrés Nocioni,2006,1.7,3.5,0.476,False
Ira Newble,2006,0.2,0.2,1.0,False
Rasho Nesterović,2006,0.1,0.1,1.0,False
Lamar Odom,2006,0.9,4.3,0.2,False
Othella Harrington,2005,0.0,0.0,0.0,False
Adrian Griffin,2005,0.0,0.0,0.0,False
Darvin Ham,2005,0.0,0.0,0.0,False
Richard Hamilton,2005,0.4,1.4,0.294,False
Alan Henderson,2005,0.0,0.0,0.0,False
Devin Harris,2005,0.2,0.7,0.333,False
Udonis Haslem,2005,0.0,0.0,0.0,False
Brendan Haywood,2005,0.0,0.0,0.0,False
Willie Green,2005,0.4,1.8,0.222,False
Francisco Elson,2005,0.0,0.0,0.0,False
Lawrence Funderburke,2005,0.0,0.0,0.0,False
Ben Gordon,2005,1.2,3.7,0.318,False
Manu Ginóbili,2005,1.8,4.2,0.438,True
Eddie Gill,2005,0.1,0.9,0.167,False
Pau Gasol,2005,0.3,0.3,1.0,False
Jeff Foster,2005,0.0,0.0,0.0,False
Danny Fortson,2005,0.0,0.0,0.0,False
Michael Finley,2005,1.8,4.7,0.393,False
Reggie Evans,2005,0.0,0.0,0.0,False
Maurice Evans,2005,0.7,1.3,0.5,False
Kirk Hinrich,2005,2.8,5.5,0.515,False
Nenê,2005,0.0,0.0,0.0,False
Marc Jackson,2005,0.0,0.0,0.0,False
Robert Horry,2005,1.7,3.7,0.447,True
Mike James,2005,0.0,1.3,0.0,False
Tim Duncan,2005,0.0,0.2,0.2,True
Joe Johnson,2005,2.2,4.0,0.556,False
DerMarr Johnson,2005,1.0,2.8,0.364,False
Ray Allen,2005,2.8,7.5,0.378,False
Anthony Johnson,2005,0.6,1.8,0.348,False
Jared Jeffries,2005,0.3,0.6,0.5,False
Richard Jefferson,2005,0.5,2.5,0.2,False
Al Jefferson,2005,0.0,0.0,0.0,False
Antawn Jamison,2005,1.7,3.4,0.5,False
Jerome James,2005,0.0,0.0,0.0,False
Eddie House,2005,0.3,0.3,1.0,False
Stephen Jackson,2005,1.5,4.8,0.317,False
Jim Jackson,2005,2.1,4.1,0.516,False
Bobby Jackson,2005,0.6,3.6,0.167,False
Allen Iverson,2005,2.4,5.8,0.414,False
Andre Iguodala,2005,0.6,1.8,0.333,False
Steven Hunter,2005,0.0,0.0,0.0,False
Lindsey Hunter,2005,0.3,1.4,0.222,False
Larry Hughes,2005,0.7,3.3,0.212,False
Josh Howard,2005,0.3,1.2,0.25,False
Ronald Dupree,2005,0.0,0.0,0.0,False
Damon Jones,2005,2.6,6.1,0.429,False
Chris Duhon,2005,1.0,3.7,0.273,False
Shane Battier,2005,0.3,1.8,0.143,False
Shawn Bradley,2005,0.0,0.0,0.0,False
Earl Boykins,2005,0.0,1.4,0.0,False
Ryan Bowen,2005,0.0,0.0,0.0,False
Bruce Bowen,2005,1.3,2.9,0.433,True
Mark Blount,2005,0.0,0.0,0.0,False
Steve Blake,2005,0.0,0.3,0.0,False
Chauncey Billups,2005,1.8,5.0,0.349,False
Mike Bibby,2005,1.0,4.6,0.217,False
Travis Best,2005,0.3,2.3,0.111,False
Jon Barry,2005,1.6,3.3,0.478,False
Kwame Brown,2005,0.0,0.0,0.0,False
Brent Barry,2005,1.2,2.9,0.424,True
Leandro Barbosa,2005,0.3,0.8,0.4,False
Marcus Banks,2005,0.4,0.9,0.5,False
Carlos Arroyo,2005,0.0,0.1,0.0,False
Darrell Armstrong,2005,0.2,0.9,0.25,False
Gilbert Arenas,2005,1.8,7.7,0.234,False
Carmelo Anthony,2005,0.0,0.2,0.0,False
Shandon Anderson,2005,0.0,0.1,0.0,False
Tony Allen,2005,0.0,0.0,0.0,False
Devin Brown,2005,0.3,0.6,0.429,True
Greg Buckner,2005,0.4,1.8,0.222,False
Keyon Dooling,2005,0.5,1.3,0.368,False
Samuel Dalembert,2005,0.0,0.0,0.0,False
Michael Doleac,2005,0.0,0.0,0.0,False
Juan Dixon,2005,1.1,3.4,0.324,False
Ricky Davis,2005,0.4,1.3,0.333,False
Josh Davis,2005,0.0,0.5,0.0,False
Dale Davis,2005,0.0,0.0,0.0,False
Antonio Davis,2005,0.0,0.0,0.0,False
Marquis Daniels,2005,0.1,0.5,0.167,False
Antonio Daniels,2005,0.4,1.3,0.286,False
Erick Dampier,2005,0.0,0.1,0.0,False
Austin Croshere,2005,0.2,0.4,0.5,False
Rodney Buford,2005,0.0,0.0,0.0,False
Nick Collison,2005,0.1,0.1,1.0,False
Jason Collins,2005,0.0,0.0,0.0,False
Tyson Chandler,2005,0.0,0.0,0.0,False
Vince Carter,2005,1.5,4.8,0.316,False
Brian Cardinal,2005,0.0,1.0,0.0,False
Elden Campbell,2005,0.0,0.0,0.0,False
Marcus Camby,2005,0.0,0.0,0.0,False
Rasual Butler,2005,0.9,2.5,0.367,False
Antonio Burks,2005,0.0,0.0,0.0,False
Dahntay Jones,2005,1.0,1.7,0.6,False
Kyle Korver,2005,1.4,4.8,0.292,False
Eddie Jones,2005,2.1,5.3,0.4,False
Michael Ruffin,2005,0.0,0.0,0.0,False
Peja Stojaković,2005,2.2,6.0,0.367,False
Jerry Stackhouse,2005,1.2,3.1,0.4,False
Darius Songaila,2005,0.0,0.0,0.0,False
Steve Smith,2005,0.0,0.0,0.0,False
Jabari Smith,2005,0.0,0.0,0.0,False
Brian Skinner,2005,0.0,0.0,0.0,False
Brian Scalabrine,2005,0.3,1.0,0.25,False
John Salmons,2005,0.0,0.0,0.0,False
Bryon Russell,2005,0.0,0.3,0.0,False
Rodney Rogers,2005,0.8,2.0,0.375,False
Stromile Swift,2005,0.0,0.0,0.0,False
Glenn Robinson,2005,0.2,0.8,0.3,True
Clifford Robinson,2005,1.0,3.5,0.286,False
Luke Ridnour,2005,0.4,1.5,0.235,False
Quentin Richardson,2005,2.1,5.5,0.39,False
Jared Reiner,2005,0.0,0.0,0.0,False
Justin Reed,2005,0.0,0.3,0.0,False
Vladimir Radmanović,2005,0.8,3.5,0.238,False
Laron Profit,2005,0.0,0.0,0.0,False
Tayshaun Prince,2005,0.9,2.4,0.367,False
Bob Sura,2005,1.0,1.9,0.538,False
Jason Terry,2005,2.1,4.2,0.491,False
James Posey,2005,1.8,3.8,0.467,False
Clarence Weatherspoon,2005,0.0,0.0,0.0,False
Fred Jones,2005,0.7,1.8,0.391,False
Lorenzen Wright,2005,0.0,0.0,0.0,False
Corliss Williamson,2005,0.0,0.2,0.0,False
Jason Williams,2005,2.5,5.3,0.476,False
Damien Wilkins,2005,0.4,1.6,0.273,False
Delonte West,2005,0.7,1.6,0.455,False
David Wesley,2005,1.4,3.0,0.476,False
Bonzi Wells,2005,0.0,0.0,0.0,False
Chris Webber,2005,1.0,2.8,0.357,False
Earl Watson,2005,0.3,2.3,0.111,False
Billy Thomas,2005,0.0,0.0,0.0,False
Rasheed Wallace,2005,1.2,3.4,0.337,False
Ben Wallace,2005,0.0,0.2,0.0,False
Antoine Walker,2005,1.2,3.2,0.368,False
Dwyane Wade,2005,0.1,0.7,0.1,False
Keith Van Horn,2005,0.0,1.3,0.0,False
Beno Udrih,2005,0.5,1.8,0.27,True
Jamaal Tinsley,2005,0.2,2.0,0.111,False
Kenny Thomas,2005,0.0,0.0,0.0,False
Etan Thomas,2005,0.0,0.0,0.0,False
Vitaly Potapenko,2005,0.0,0.0,0.0,False
Amar'e Stoudemire,2005,0.0,0.2,0.0,False
Scot Pollard,2005,0.0,0.0,0.0,False
Antonio McDyess,2005,0.0,0.0,0.0,False
Cuttino Mobley,2005,1.4,5.0,0.28,False
Yao Ming,2005,0.0,0.0,0.0,False
Reggie Miller,2005,1.6,5.1,0.318,False
Mike Miller,2005,2.0,4.3,0.471,False
Brad Miller,2005,0.0,0.4,0.0,False
Andre Miller,2005,0.4,0.8,0.5,False
Darko Miličić,2005,0.0,0.0,0.0,False
Aaron McKie,2005,0.2,0.6,0.333,False
Tracy McGrady,2005,2.4,6.6,0.37,False
Walter McCarty,2005,0.3,0.8,0.333,False
Alonzo Mourning,2005,0.0,0.0,0.0,False
Tony Massenburg,2005,0.0,0.0,0.0,True
Kenyon Martin,2005,0.0,0.2,0.0,False
Shawn Marion,2005,1.2,2.9,0.419,False
Rashard Lewis,2005,0.6,3.1,0.2,False
Raef LaFrentz,2005,1.1,2.3,0.5,False
Christian Laettner,2005,0.0,0.1,0.0,False
Nenad Krstić,2005,0.0,0.0,0.0,False
Jason Kidd,2005,2.8,7.5,0.367,False
Zoran Planinić,2005,0.0,0.0,0.0,False
Nazr Mohammed,2005,0.0,0.0,1.0,True
James Jones,2005,0.8,1.9,0.4,False
Ronald Murray,2005,0.0,0.5,0.0,False
Bo Outlaw,2005,0.0,0.0,0.0,False
Dikembe Mutombo,2005,0.0,0.0,0.0,False
Eric Piatkowski,2005,1.0,2.6,0.385,False
Wesley Person,2005,0.8,2.0,0.375,False
Kendrick Perkins,2005,0.0,0.0,0.0,False
Anthony Peeler,2005,0.0,0.4,0.0,False
Gary Payton,2005,0.1,2.0,0.071,False
Tony Parker,2005,0.4,2.1,0.188,True
Jannero Pargo,2005,2.6,6.4,0.406,False
Scott Padgett,2005,0.7,1.7,0.417,False
Paul Pierce,2005,1.0,3.9,0.259,False
Greg Ostertag,2005,0.0,0.0,0.0,False
Jermaine O'Neal,2005,0.0,0.2,0.0,False
Dirk Nowitzki,2005,0.8,2.3,0.333,False
Moochie Norris,2005,0.0,0.0,0.0,False
Andrés Nocioni,2005,1.0,2.8,0.353,False
Rasho Nesterović,2005,0.0,0.0,0.0,True
Steve Nash,2005,1.4,3.6,0.389,False
Eduardo Nájera,2005,0.0,0.0,0.0,False
Shaquille O'Neal,2005,0.0,0.0,0.0,False
Udonis Haslem,2004,0.0,0.0,0.0,False
Al Harrington,2004,0.1,0.3,0.4,False
Lucious Harris,2004,0.3,1.1,0.25,False
Jason Hart,2004,0.0,0.0,0.0,False
Robert Horry,2004,0.8,2.2,0.364,False
Trenton Hassell,2004,0.1,0.1,0.5,False
Nenê,2004,0.0,0.0,0.0,False
Fred Hoiberg,2004,1.2,2.7,0.458,False
Anfernee Hardaway,2004,1.3,3.5,0.357,False
Rick Fox,2004,0.1,0.4,0.143,False
Manu Ginóbili,2004,1.0,3.5,0.286,False
Richard Hamilton,2004,0.7,1.7,0.385,True
Darvin Ham,2004,0.0,0.0,0.0,True
Marcus Haislip,2004,0.0,0.0,0.0,False
Brian Grant,2004,0.0,0.1,0.0,False
Devean George,2004,1.0,2.7,0.373,False
Pau Gasol,2004,0.0,0.0,0.0,False
Kevin Garnett,2004,0.3,0.9,0.313,False
Dan Gadzuric,2004,0.0,0.0,0.0,False
Steve Francis,2004,1.4,3.4,0.412,False
Ryan Humphrey,2004,0.0,0.0,0.0,False
Josh Howard,2004,0.2,1.0,0.2,False
Damon Jones,2004,2.0,4.2,0.476,False
Brandon Hunter,2004,0.0,0.0,0.0,False
Jumaine Jones,2004,0.0,1.0,0.0,False
Derek Fisher,2004,1.0,2.5,0.418,False
Jamaal Magloire,2004,0.0,0.1,0.0,False
Mark Madsen,2004,0.0,0.0,0.0,False
George Lynch,2004,0.4,1.7,0.25,False
Voshon Lenard,2004,2.2,4.8,0.458,False
Toni Kukoč,2004,0.8,2.4,0.333,False
Brevin Knight,2004,0.0,0.0,0.0,False
Kerry Kittles,2004,1.5,4.7,0.327,False
Jason Kidd,2004,0.9,4.4,0.208,False
Fred Jones,2004,0.8,1.6,0.5,False
Lindsey Hunter,2004,0.3,1.3,0.233,True
Eddie Jones,2004,1.5,5.2,0.299,False
Ervin Johnson,2004,0.0,0.0,0.0,False
DerMarr Johnson,2004,0.0,1.0,0.0,False
Anthony Johnson,2004,0.4,1.3,0.3,False
Richard Jefferson,2004,0.8,3.0,0.273,False
Antawn Jamison,2004,0.4,1.6,0.25,False
Mike James,2004,0.3,0.6,0.429,True
