player,season,fg3_per_g,fg3a_per_g,fg3_pct,champion
Marcus Smart,2016,1.8,5.3,0.344,False
Kyle Singler,2016,0.3,0.7,0.5,False
Jonathon Simmons,2016,0.7,1.0,0.667,False
Iman Shumpert,2016,0.6,1.6,0.382,True
Thabo Sefolosha,2016,0.7,1.9,0.368,False
Mike Scott,2016,0.8,1.6,0.5,False
Luis Scola,2016,0.4,1.9,0.19,False
Dennis Schröder,2016,1.2,3.5,0.343,False
Brandon Rush,2016,0.3,0.9,0.333,False
Terry Rozier,2016,0.8,2.2,0.364,False
Terrence Ross,2016,1.1,3.2,0.328,False
Glenn Robinson III,2016,0.0,0.0,0.0,False
Brian Roberts,2016,0.0,0.4,0.0,False
Jason Thompson,2016,0.0,0.1,0.0,False
Tristan Thompson,2016,0.0,0.0,0.0,True
Austin Rivers,2016,0.7,2.8,0.235,False
Anthony Tolliver,2016,0.0,0.7,0.0,False
Tyler Zeller,2016,0.0,0.0,0.0,False
Joe Young,2016,0.3,1.0,0.25,False
James Young,2016,0.0,0.3,0.0,False
Dorell Wright,2016,0.4,1.0,0.4,False
Delon Wright,2016,0.0,0.1,0.0,False
Justise Winslow,2016,0.4,1.4,0.278,False
Mo Williams,2016,0.2,1.0,0.231,True
Marvin Williams,2016,0.9,2.4,0.353,False
Deron Williams,2016,1.0,2.3,0.429,False
Ty Lawson,2016,0.0,0.4,0.0,False
Hassan Whiteside,2016,0.0,0.0,0.0,False
Russell Westbrook,2016,1.9,5.8,0.324,False
David West,2016,0.3,0.6,0.5,False
Briante Weber,2016,0.0,0.0,0.0,False
Kemba Walker,2016,2.0,6.1,0.326,False
Dion Waiters,2016,1.2,3.1,0.375,False
Dwyane Wade,2016,0.9,1.6,0.522,False
Noah Vonleh,2016,0.0,0.0,0.0,False
Charlie Villanueva,2016,0.3,1.3,0.2,False
Anderson Varejão,2016,0.0,0.0,0.0,False
Jonas Valančiūnas,2016,0.0,0.0,0.0,False
Myles Turner,2016,0.0,0.3,0.0,False
Evan Turner,2016,0.5,2.3,0.214,False
Andre Roberson,2016,0.7,2.1,0.324,False
Cody Zeller,2016,0.0,0.0,0.0,False
Josh Richardson,2016,1.2,3.3,0.37,False
Patty Mills,2016,1.3,3.6,0.361,False
C.J. Miles,2016,0.3,2.9,0.1,False
Jordan Mickey,2016,0.0,0.0,0.0,False
Salah Mejri,2016,0.0,0.0,0.0,False
Jodie Meeks,2016,0.0,0.0,0.0,False
Josh McRoberts,2016,0.0,0.7,0.0,False
Jordan McRae,2016,0.5,0.5,1.0,True
JaVale McGee,2016,0.0,0.0,0.0,False
K.J. McDaniels,2016,0.3,0.8,0.333,False
CJ McCollum,2016,1.8,5.3,0.345,False
James Michael McAdoo,2016,0.0,0.0,0.0,False
Wesley Matthews,2016,2.0,7.0,0.286,False
Kevin Martin,2016,0.8,1.6,0.5,False
Jarell Martin,2016,0.0,0.0,0.0,False
Boban Marjanović,2016,0.0,0.0,0.0,False
Ian Mahinmi,2016,0.0,0.0,0.0,False
Kyle Lowry,2016,2.1,6.9,0.304,False
Kevin Love,2016,2.3,5.6,0.414,True
Shaun Livingston,2016,0.0,0.0,0.0,False
Jeremy Lin,2016,0.4,2.0,0.214,False
Damian Lillard,2016,3.8,9.7,0.393,False
Kawhi Leonard,2016,1.7,3.9,0.436,False
David Lee,2016,0.0,0.0,0.0,False
Courtney Lee,2016,0.6,1.3,0.444,False
Andre Miller,2016,0.2,0.6,0.333,False
Luc Mbah a Moute,2016,0.0,0.0,0.0,False
Paul Millsap,2016,0.8,3.3,0.242,False
Tony Parker,2016,0.4,1.6,0.25,False
Zach Randolph,2016,0.0,0.0,0.0,False
Nazr Mohammed,2016,0.0,0.0,0.0,False
Pablo Prigioni,2016,0.0,0.4,0.0,False
Norman Powell,2016,0.4,1.4,0.269,False
Dwight Powell,2016,0.0,0.3,0.0,False
Mason Plumlee,2016,0.0,0.0,0.0,False
Paul Pierce,2016,0.2,1.0,0.2,False
Cameron Payne,2016,0.2,1.0,0.2,False
Chris Paul,2016,1.5,5.0,0.3,False
Patrick Patterson,2016,1.1,3.5,0.3,False
Lamar Patterson,2016,0.3,0.8,0.333,False
J.J. Redick,2016,1.8,5.2,0.355,False
Zaza Pachulia,2016,0.0,0.0,0.0,False
Timofey Mozgov,2016,0.0,0.0,0.0,True
Kelly Olynyk,2016,0.0,0.8,0.0,False
Marcus Morris,2016,1.8,4.5,0.389,False
Anthony Morrow,2016,0.4,1.0,0.357,False
Donatas Motiejūnas,2016,0.8,1.8,0.444,False
Luis Montero,2016,0.3,0.3,1.0,False
Xavier Munford,2016,0.3,2.0,0.125,False
Mike Muscala,2016,0.2,0.7,0.333,False
Lucas Nogueira,2016,0.0,0.0,0.0,False
Dirk Nowitzki,2016,0.8,2.2,0.364,False
Joel Freeland,2015,0.0,0.0,0.0,False
Danny Green,2015,1.7,5.7,0.3,False
Marcin Gortat,2015,0.0,0.0,0.0,False
Eric Gordon,2015,3.3,8.0,0.406,False
Drew Gooden,2015,1.2,2.6,0.462,False
Manu Ginóbili,2015,1.1,3.1,0.364,False
Draymond Green,2015,1.1,4.3,0.264,True
Taj Gibson,2015,0.0,0.0,0.0,False
Alonzo Gee,2015,0.0,0.0,0.0,False
Pau Gasol,2015,0.0,0.4,0.0,False
Marc Gasol,2015,0.0,0.2,0.0,False
Monta Ellis,2015,2.2,6.0,0.367,False
Tim Frazier,2015,0.0,0.0,0.0,False
Raymond Felton,2015,0.0,1.3,0.0,False
Festus Ezeli,2015,0.0,0.0,0.0,True
Tyreke Evans,2015,0.5,2.8,0.182,False
Tyler Ennis,2015,1.0,5.0,0.2,False
Mike Dunleavy,2015,2.3,4.7,0.482,False
Tim Duncan,2015,0.0,0.1,0.0,False
Jared Dudley,2015,1.3,2.3,0.571,False
Joey Dorsey,2015,0.0,0.0,0.0,False
Boris Diaw,2015,0.6,2.6,0.222,False
JaMychal Green,2015,0.0,0.2,0.0,False
DeMar DeRozan,2015,0.8,2.0,0.375,False
Richard Jefferson,2015,0.8,2.0,0.375,False
Jeff Green,2015,0.4,1.6,0.222,False
Blake Griffin,2015,0.1,0.5,0.143,False
Glen Davis,2015,0.0,0.1,0.0,False
LeBron James,2015,1.3,5.5,0.227,False
Bernard James,2015,0.0,0.0,0.0,False
Jarrett Jack,2015,0.8,2.5,0.333,False
Kyrie Irving,2015,2.1,4.6,0.45,False
Ersan İlyasova,2015,0.8,3.8,0.217,False
Andre Iguodala,2015,1.4,3.9,0.354,True
Kris Humphries,2015,0.0,0.0,0.0,False
Lester Hudson,2015,0.3,1.0,0.286,False
Dwight Howard,2015,0.0,0.0,0.0,False
Al Horford,2015,0.1,0.6,0.222,False
Justin Holiday,2015,0.2,0.2,1.0,True
Jrue Holiday,2015,0.3,1.3,0.25,False
Kirk Hinrich,2015,0.6,1.0,0.6,False
Nenê,2015,0.0,0.0,0.0,False
John Henson,2015,0.0,0.2,0.0,False
Brendan Haywood,2015,0.0,0.0,0.0,False
Spencer Hawes,2015,0.4,0.8,0.5,False
Joe Harris,2015,0.2,0.5,0.333,False
Devin Harris,2015,0.0,2.8,0.0,False
James Harden,2015,2.4,6.3,0.383,False
Tyler Hansbrough,2015,0.0,0.0,0.0,False
Jorge Gutiérrez,2015,0.0,0.0,0.0,False
Matthew Dellavedova,2015,1.2,3.8,0.316,False
Andrew Bogut,2015,0.0,0.1,0.0,True
Anthony Davis,2015,0.0,0.5,0.0,False
Gigi Datome,2015,0.0,0.7,0.0,False
Bradley Beal,2015,2.3,6.3,0.365,False
Kent Bazemore,2015,0.4,1.8,0.214,False
Aron Baynes,2015,0.0,0.0,0.0,False
Jerryd Bayless,2015,0.3,1.2,0.286,False
Nicolas Batum,2015,2.6,7.8,0.333,False
Brandon Bass,2015,0.0,0.0,0.0,False
Matt Barnes,2015,1.1,4.3,0.267,False
Harrison Barnes,2015,1.0,3.0,0.355,True
J.J. Barea,2015,0.8,3.2,0.25,False
Leandro Barbosa,2015,0.4,1.1,0.348,True
Jeff Ayres,2015,0.0,0.0,0.0,False
Ömer Aşık,2015,0.0,0.0,0.0,False
Trevor Ariza,2015,2.1,5.6,0.375,False
Pero Antić,2015,0.7,2.1,0.344,False
Giannis Antetokounmpo,2015,0.0,0.2,0.0,False
Ryan Anderson,2015,1.3,3.0,0.417,False
Alan Anderson,2015,1.7,2.7,0.625,False
Al-Farouq Aminu,2015,1.4,2.2,0.636,False
Tony Allen,2015,0.1,0.7,0.143,False
Alexis Ajinça,2015,0.0,0.0,0.0,False
Arron Afflalo,2015,0.3,1.3,0.25,False
Jordan Adams,2015,0.3,0.3,1.0,False
Jonas Jerebko,2015,0.0,1.0,0.0,False
Marco Belinelli,2015,2.0,4.3,0.467,False
Steve Blake,2015,0.2,1.6,0.125,False
Bojan Bogdanović,2015,1.8,5.5,0.333,False
Vince Carter,2015,0.6,2.5,0.25,False
Stephen Curry,2015,4.7,11.0,0.422,True
Dante Cunningham,2015,0.0,0.0,0.0,False
Jae Crowder,2015,0.8,2.5,0.3,False
Jamal Crawford,2015,1.3,5.3,0.243,False
Allen Crabbe,2015,1.0,1.0,1.0,False
Mike Conley,2015,1.3,4.1,0.303,False
Norris Cole,2015,0.8,3.5,0.214,False
Earl Clark,2015,1.0,1.5,0.667,False
Tyson Chandler,2015,0.0,0.0,0.0,False
Michael Carter-Williams,2015,0.0,0.8,0.0,False
DeMarre Carroll,2015,1.8,4.5,0.403,False
Matt Bonner,2015,0.3,1.3,0.222,False
Clint Capela,2015,0.0,0.0,0.0,False
Nick Calathes,2015,0.7,1.4,0.462,False
Will Bynum,2015,0.3,0.7,0.5,False
Rasual Butler,2015,0.0,0.5,0.0,False
Jimmy Butler,2015,2.3,6.0,0.389,False
Markel Brown,2015,0.0,1.0,0.0,False
Aaron Brooks,2015,0.7,2.2,0.308,False
Corey Brewer,2015,0.7,2.5,0.286,False
Elton Brand,2015,0.0,0.0,0.0,False
Avery Bradley,2015,1.3,4.8,0.263,False
John Jenkins,2015,0.5,1.0,0.5,False
LaMarcus Aldridge,2015,0.6,2.2,0.273,False
Amir Johnson,2015,0.0,0.3,0.0,False
Brandon Rush,2015,0.3,0.7,0.5,True
Russ Smith,2015,0.0,0.0,0.0,False
Josh Smith,2015,1.6,4.2,0.38,False
J.R. Smith,2015,2.8,7.9,0.359,False
Greg Smith,2015,0.0,0.0,0.0,False
Marcus Smart,2015,0.8,3.3,0.231,False
Iman Shumpert,2015,1.7,4.7,0.355,False
Ramon Sessions,2015,1.0,2.5,0.4,False
Kevin Séraphin,2015,0.0,0.0,0.0,False
Mike Scott,2015,0.4,2.4,0.154,False
Dennis Schröder,2015,0.5,2.1,0.235,False
Terrence Ross,2015,1.5,4.5,0.333,False
Marreese Speights,2015,0.0,0.0,0.0,True
Derrick Rose,2015,1.9,5.5,0.348,False
Rajon Rondo,2015,0.5,1.0,0.5,False
Austin Rivers,2015,0.9,2.5,0.371,False
J.J. Redick,2015,2.5,6.3,0.398,False
Zach Randolph,2015,0.1,0.5,0.2,False
Pablo Prigioni,2015,0.7,2.4,0.293,False
Phil Pressey,2015,0.0,0.5,0.0,False
Dwight Powell,2015,0.0,0.0,0.0,False
Otto Porter Jr.,2015,1.2,3.2,0.375,False
Quincy Pondexter,2015,0.8,2.5,0.3,False
Tony Snell,2015,0.8,2.5,0.333,False
Tiago Splitter,2015,0.0,0.0,0.0,False
Mason Plumlee,2015,0.0,0.0,0.0,False
Ekpe Udoh,2015,0.0,0.0,0.0,False
Tyler Zeller,2015,0.0,0.0,0.0,False
Lou Williams,2015,1.0,5.3,0.19,False
Deron Williams,2015,1.8,4.3,0.423,False
Martell Webster,2015,0.0,1.0,0.0,False
Gerald Wallace,2015,0.0,0.0,0.0,False
John Wall,2015,0.4,2.4,0.176,False
Charlie Villanueva,2015,1.6,3.8,0.421,False
Greivis Vásquez,2015,1.3,3.5,0.357,False
Jonas Valančiūnas,2015,0.0,0.0,0.0,False
Beno Udrih,2015,0.4,1.6,0.25,False
Evan Turner,2015,0.5,1.0,0.5,False
Greg Stiemsma,2015,0.0,0.0,0.0,False
Hedo Türkoğlu,2015,0.2,1.2,0.154,False
Tristan Thompson,2015,0.0,0.0,0.0,False
Klay Thompson,2015,2.7,7.0,0.39,True
Isaiah Thomas,2015,0.8,4.5,0.167,False
Jason Terry,2015,1.7,4.8,0.354,False
Garrett Temple,2015,0.0,0.8,0.0,False
Mirza Teletović,2015,0.0,1.3,0.0,False
Jeff Teague,2015,1.3,4.1,0.323,False
Jared Sullinger,2015,0.8,2.3,0.333,False
Amar'e Stoudemire,2015,0.0,0.0,0.0,False
Miles Plumlee,2015,0.0,0.0,0.0,False
Thaddeus Young,2015,0.0,0.7,0.0,False
Paul Pierce,2015,3.3,6.3,0.524,False
Shawn Marion,2015,0.0,0.0,0.0,False
Kyle Lowry,2015,1.3,5.8,0.217,False
Kevin Love,2015,2.3,5.3,0.429,False
Robin Lopez,2015,0.0,0.0,0.0,False
Brook Lopez,2015,0.0,0.0,0.0,False
Shaun Livingston,2015,0.0,0.0,0.0,True
Damian Lillard,2015,1.0,6.2,0.161,False
Jon Leuer,2015,0.0,0.0,0.0,False
Meyers Leonard,2015,2.0,2.6,0.769,False
Kawhi Leonard,2015,1.6,3.7,0.423,False
David Lee,2015,0.0,0.0,0.0,True
Courtney Lee,2015,1.3,2.7,0.467,False
Kosta Koufos,2015,0.0,0.0,0.0,False
Kyle Korver,2015,2.8,7.9,0.355,False
Chris Kaman,2015,0.0,0.0,0.0,False
Cory Joseph,2015,0.0,0.0,0.0,False
Jerome Jordan,2015,0.0,0.0,0.0,False
DeAndre Jordan,2015,0.0,0.0,0.0,False
Terrence Jones,2015,0.2,1.1,0.158,False
James Jones,2015,1.1,3.2,0.344,False
Dahntay Jones,2015,0.0,0.0,0.0,False
Nick Johnson,2015,0.1,0.8,0.143,False
Joe Johnson,2015,2.0,6.8,0.293,False
Kendrick Perkins,2015,0.0,0.0,0.0,False
Shelvin Mack,2015,0.6,2.1,0.286,False
James Johnson,2015,0.0,0.0,0.0,False
O.J. Mayo,2015,1.0,3.2,0.316,False
Mike Muscala,2015,0.2,0.8,0.25,False
James Michael McAdoo,2015,0.0,0.0,0.0,True
Patrick Patterson,2015,1.8,3.8,0.467,False
Chandler Parsons,2015,0.0,4.0,0.0,False
Tony Parker,2015,0.0,1.3,0.0,False
Kostas Papanikolaou,2015,0.0,0.4,0.0,False
Zaza Pachulia,2015,0.0,0.0,0.0,False
Kelly Olynyk,2015,0.8,1.5,0.5,False
Johnny O'Bryant,2015,0.0,0.0,0.0,False
Dirk Nowitzki,2015,0.8,3.4,0.235,False
Joakim Noah,2015,0.0,0.0,0.0,False
Chris Paul,2015,2.3,5.4,0.415,False
Timofey Mozgov,2015,0.0,0.0,0.0,False
Patty Mills,2015,2.3,4.0,0.571,False
CJ McCollum,2015,2.2,4.6,0.478,False
Darius Morris,2015,0.0,0.0,0.0,False
Khris Middleton,2015,1.8,5.7,0.324,False
Mike Miller,2015,0.3,0.6,0.6,False
Doug McDermott,2015,0.3,0.7,0.5,False
Paul Millsap,2015,0.9,3.1,0.306,False
Nikola Mirotić,2015,0.6,2.7,0.233,False
Nazr Mohammed,2015,0.0,0.3,0.0,False
E'Twaun Moore,2015,0.3,0.3,1.0,False
Taj Gibson,2014,0.0,0.0,0.0,False
Paul George,2014,2.7,6.8,0.403,False
Wayne Ellington,2014,1.0,3.0,0.333,False
Marc Gasol,2014,0.0,0.1,0.0,False
Kevin Garnett,2014,0.0,0.2,0.0,False
Francisco García,2014,0.0,1.5,0.0,False
Joel Freeland,2014,0.0,0.0,0.0,False
Jamaal Franklin,2014,0.0,0.0,0.0,False
Derek Fisher,2014,0.6,2.2,0.293,False
Landry Fields,2014,0.0,0.0,0.0,False
Monta Ellis,2014,1.7,4.9,0.353,False
Jared Dudley,2014,0.4,0.9,0.5,False
Kevin Durant,2014,2.3,6.6,0.344,False
Mike Dunleavy,2014,2.4,5.2,0.462,False
Tim Duncan,2014,0.0,0.1,0.0,True
Chris Douglas-Roberts,2014,1.0,2.0,0.5,False
Toney Douglas,2014,0.3,0.6,0.5,False
Boris Diaw,2014,0.8,2.0,0.4,True
DeMar DeRozan,2014,0.9,2.6,0.333,False
Nando De Colo,2014,0.0,0.0,0.0,False
Manu Ginóbili,2014,1.8,4.6,0.39,True
Glen Davis,2014,0.0,0.0,0.0,False
Austin Daye,2014,0.0,0.0,0.0,True
Al Harrington,2014,0.0,1.0,0.0,False
Drew Gooden,2014,0.0,0.4,0.0,False
Marcin Gortat,2014,0.0,0.0,0.0,False
Reggie Jackson,2014,1.1,2.8,0.396,False
Andre Iguodala,2014,1.1,2.1,0.533,False
Serge Ibaka,2014,0.3,0.8,0.385,False
Dwight Howard,2014,0.0,0.0,0.0,False
Ryan Hollins,2014,0.0,0.0,0.0,False
Kirk Hinrich,2014,1.4,3.8,0.368,False
Solomon Hill,2014,0.0,0.0,0.0,False
George Hill,2014,1.5,4.1,0.364,False
Nenê,2014,0.0,0.0,0.0,False
Roy Hibbert,2014,0.0,0.1,0.0,False
Gerald Henderson,2014,0.0,2.3,0.0,False
Chuck Hayes,2014,0.0,0.0,0.0,False
Udonis Haslem,2014,0.0,0.0,0.0,False
Devin Harris,2014,1.6,3.6,0.44,False
Troy Daniels,2014,2.0,3.8,0.533,False
James Harden,2014,2.7,9.0,0.296,False
Tyler Hansbrough,2014,0.0,0.0,0.0,False
Jorge Gutiérrez,2014,0.0,0.0,0.0,False
Blake Griffin,2014,0.1,0.5,0.143,False
Willie Green,2014,0.2,0.8,0.25,False
Draymond Green,2014,1.1,4.1,0.276,False
Danny Green,2014,2.1,4.4,0.475,True
Danny Granger,2014,0.4,1.7,0.227,False
Ed Davis,2014,0.0,0.0,0.0,False
Mario Chalmers,2014,0.8,2.2,0.349,False
Samuel Dalembert,2014,0.0,0.0,0.0,False
Ömer Aşık,2014,0.0,0.0,0.0,False
Michael Beasley,2014,0.0,0.0,0.0,False
Bradley Beal,2014,2.0,4.8,0.415,False
Aron Baynes,2014,0.0,0.1,0.0,True
Nicolas Batum,2014,1.9,5.5,0.35,False
Shane Battier,2014,0.6,1.3,0.45,False
Will Barton,2014,0.9,1.6,0.545,False
Matt Barnes,2014,1.5,4.6,0.317,False
Harrison Barnes,2014,1.1,3.0,0.381,False
Jeff Ayres,2014,0.0,0.0,0.0,True
D.J. Augustin,2014,1.4,5.2,0.269,False
Hilton Armstrong,2014,0.0,0.1,0.0,False
Patrick Beverley,2014,1.2,3.7,0.318,False
Trevor Ariza,2014,2.3,5.1,0.446,False
Pero Antić,2014,0.4,3.6,0.12,False
Alan Anderson,2014,0.8,2.6,0.29,False
Chris Andersen,2014,0.0,0.1,0.0,False
Tony Allen,2014,0.0,1.0,0.0,False
Ray Allen,2014,1.7,4.3,0.388,False
Lavoy Allen,2014,0.0,0.0,0.0,False
LaMarcus Aldridge,2014,0.2,0.3,0.667,False
LeBron James,2014,1.8,4.3,0.407,False
Steven Adams,2014,0.0,0.0,0.0,False
Marco Belinelli,2014,0.7,1.7,0.421,True
Bismack Biyombo,2014,0.0,0.0,0.0,False
Stephen Curry,2014,3.1,8.1,0.386,False
DeMarre Carroll,2014,1.3,3.1,0.409,False
Jae Crowder,2014,0.4,1.0,0.429,False
Jordan Crawford,2014,0.3,1.2,0.286,False
Jamal Crawford,2014,2.1,6.1,0.342,False
Chris Copeland,2014,0.5,1.3,0.375,False
Mike Conley,2014,0.4,3.9,0.111,False
Nick Collison,2014,0.1,0.3,0.4,False
Darren Collison,2014,0.1,0.9,0.083,False
Norris Cole,2014,0.8,2.0,0.375,False
Victor Claver,2014,0.0,0.0,0.0,False
Vince Carter,2014,2.1,4.4,0.484,False
José Calderón,2014,1.6,3.3,0.478,False
DeJuan Blair,2014,0.0,0.0,0.0,False
Rasual Butler,2014,0.5,1.1,0.417,False
Jimmy Butler,2014,1.2,4.0,0.3,False
Caron Butler,2014,1.2,3.3,0.356,False
Reggie Bullock,2014,0.0,0.0,0.0,False
Elton Brand,2014,0.0,0.0,0.0,False
Chris Bosh,2014,1.5,3.7,0.405,False
Carlos Boozer,2014,0.0,0.0,0.0,False
Trevor Booker,2014,0.0,0.2,0.0,False
Matt Bonner,2014,0.2,0.5,0.333,True
Andray Blatche,2014,0.0,0.2,0.0,False
Steve Blake,2014,0.5,1.7,0.3,False
Bernard James,2014,0.0,0.0,0.0,False
Al Jefferson,2014,0.0,0.0,0.0,False
Dennis Schröder,2014,0.5,0.5,1.0,False
Jeff Teague,2014,1.3,3.9,0.333,False
Lance Stephenson,2014,1.3,3.5,0.358,False
Tiago Splitter,2014,0.0,0.0,0.0,True
Marreese Speights,2014,0.0,0.0,0.0,False
Tony Snell,2014,0.0,1.0,0.0,False
Donald Sloan,2014,0.3,1.0,0.25,False
Kevin Séraphin,2014,0.0,0.0,0.0,False
Thabo Sefolosha,2014,0.4,1.5,0.261,False
Mike Scott,2014,1.4,4.4,0.323,False
Luis Scola,2014,0.1,0.2,0.333,False
John Salmons,2014,0.3,2.0,0.167,False
Hasheem Thabeet,2014,0.0,0.0,0.0,False
Terrence Ross,2014,0.6,3.4,0.167,False
Thomas Robinson,2014,0.0,0.0,0.0,False
Andre Roberson,2014,0.0,0.0,0.0,False
Luke Ridnour,2014,0.5,1.5,0.333,False
J.J. Redick,2014,2.0,5.0,0.4,False
Zach Randolph,2014,0.0,0.2,0.0,False
Tayshaun Prince,2014,0.1,0.6,0.25,False
Otto Porter Jr.,2014,0.0,0.3,0.0,False
Mason Plumlee,2014,0.0,0.0,0.0,False
Paul Pierce,2014,1.6,4.4,0.358,False
Mirza Teletović,2014,1.6,4.7,0.339,False
Klay Thompson,2014,2.3,6.3,0.364,False
Chris Paul,2014,2.5,5.4,0.457,False
Martell Webster,2014,0.5,2.4,0.231,False
Amir Johnson,2014,0.0,0.3,0.0,False
Cody Zeller,2014,0.0,0.0,0.0,False
Dorell Wright,2014,0.5,1.5,0.333,False
Brandan Wright,2014,0.0,0.0,0.0,False
Mo Williams,2014,0.6,2.6,0.238,False
Lou Williams,2014,0.7,2.3,0.313,False
Deron Williams,2014,1.5,4.4,0.34,False
D.J. White,2014,0.0,0.0,0.0,False
Russell Westbrook,2014,1.5,5.3,0.28,False
David West,2014,0.1,0.5,0.2,False
Earl Watson,2014,0.0,0.3,0.0,False
Marcus Thornton,2014,0.5,2.1,0.238,False
C.J. Watson,2014,0.8,2.1,0.4,False
John Wall,2014,0.6,2.9,0.219,False
Kemba Walker,2014,3.0,6.0,0.5,False
Dwyane Wade,2014,0.5,1.2,0.375,False
Greivis Vásquez,2014,1.4,3.9,0.37,False
Jonas Valančiūnas,2014,0.0,0.0,0.0,False
Beno Udrih,2014,0.6,1.7,0.333,False
Evan Turner,2014,0.3,0.6,0.571,False
Hedo Türkoğlu,2014,0.8,2.0,0.4,False
Anthony Tolliver,2014,0.3,0.5,0.5,False
Kendrick Perkins,2014,0.0,0.0,0.0,False
Garrett Temple,2014,0.1,0.1,1.0,False
Patrick Patterson,2014,1.0,2.6,0.389,False
Kosta Koufos,2014,0.0,0.0,0.0,False
Jeremy Lin,2014,0.8,3.8,0.217,False
Damian Lillard,2014,2.5,6.4,0.386,False
Rashard Lewis,2014,1.2,3.3,0.373,False
Jon Leuer,2014,0.3,0.7,0.5,False
Meyers Leonard,2014,0.0,0.0,0.0,False
Kawhi Leonard,2014,1.3,3.2,0.419,True
David Lee,2014,0.0,0.0,0.0,False
Courtney Lee,2014,0.9,2.7,0.316,False
Shane Larkin,2014,0.0,0.5,0.0,False
Ognjen Kuzmić,2014,0.0,0.0,0.0,False
Kyle Korver,2014,3.3,7.7,0.426,False
Robin Lopez,2014,0.0,0.0,0.0,False
Andrei Kirilenko,2014,0.0,0.0,0.0,False
Michael Kidd-Gilchrist,2014,0.0,0.3,0.0,False
Cory Joseph,2014,0.0,0.2,0.0,True
DeAndre Jordan,2014,0.0,0.0,0.0,False
Terrence Jones,2014,0.0,0.2,0.0,False
Perry Jones,2014,0.3,0.9,0.3,False
James Jones,2014,1.0,2.1,0.469,False
Joe Johnson,2014,1.8,4.4,0.415,False
Chandler Parsons,2014,2.2,6.0,0.361,False
James Johnson,2014,0.7,1.7,0.4,False
Shaun Livingston,2014,0.1,0.1,1.0,False
Jeremy Lamb,2014,0.2,1.3,0.143,False
Kyle Lowry,2014,2.4,6.1,0.395,False
Paul Millsap,2014,1.3,3.9,0.333,False
Tony Parker,2014,0.6,1.5,0.371,True
Greg Oden,2014,0.0,0.0,0.0,False
Jermaine O'Neal,2014,0.0,0.0,0.0,False
Dirk Nowitzki,2014,0.1,1.7,0.083,False
Steve Novak,2014,0.0,0.8,0.0,False
Joakim Noah,2014,0.0,0.0,0.0,False
Nemanja Nedović,2014,0.0,0.0,0.0,False
Gary Neal,2014,1.0,4.5,0.222,False
Mike Muscala,2014,0.0,0.0,0.0,False
Nazr Mohammed,2014,0.0,0.0,0.0,False
Jannero Pargo,2014,0.0,0.0,0.0,False
Patty Mills,2014,1.4,3.4,0.405,True
Mike Miller,2014,2.0,4.1,0.483,False
Andre Miller,2014,0.1,0.3,0.333,False
Josh McRoberts,2014,2.0,4.3,0.471,False
CJ McCollum,2014,0.0,0.8,0.0,False
Wesley Matthews,2014,2.0,6.2,0.324,False
Cartier Martin,2014,0.0,0.0,0.0,False
Shawn Marion,2014,0.6,2.6,0.222,False
Ian Mahinmi,2014,0.0,0.0,0.0,False
Shelvin Mack,2014,1.4,3.9,0.37,False
Francisco García,2013,2.8,6.2,0.459,False
Kenneth Faried,2013,0.0,0.0,0.0,False
Raymond Felton,2013,0.8,2.3,0.321,False
Derek Fisher,2013,2.2,4.6,0.471,False
Evan Fournier,2013,0.0,2.0,0.0,False
Paul George,2013,1.8,5.5,0.327,False
Kevin Garnett,2013,0.0,0.3,0.0,False
Marc Gasol,2013,0.0,0.0,0.0,False
Pau Gasol,2013,0.0,0.0,0.0,False
Reggie Evans,2013,0.0,0.0,0.0,False
Taj Gibson,2013,0.0,0.2,0.0,False
Festus Ezeli,2013,0.0,0.0,0.0,False
Chris Duhon,2013,1.5,4.0,0.375,False
Monta Ellis,2013,0.8,4.8,0.158,False
Kevin Durant,2013,2.0,6.4,0.314,False
Mike Dunleavy,2013,1.8,4.0,0.438,False
Tim Duncan,2013,0.0,0.0,0.0,False
Andrew Goudelock,2013,0.7,3.3,0.2,False
Keyon Dooling,2013,0.4,0.9,0.385,False
Boris Diaw,2013,0.3,0.8,0.385,False
Luol Deng,2013,0.2,3.6,0.056,False
Carlos Delfino,2013,2.2,6.2,0.355,False
Austin Daye,2013,0.0,0.3,0.0,False
Nando De Colo,2013,0.0,0.6,0.0,False
Manu Ginóbili,2013,1.4,4.6,0.302,False
Kris Humphries,2013,0.0,0.0,0.0,False
Danny Green,2013,2.6,5.4,0.482,False
Draymond Green,2013,0.8,1.9,0.391,False
Marquis Daniels,2013,0.0,0.7,0.0,False
Serge Ibaka,2013,0.4,0.8,0.444,False
Dwight Howard,2013,0.0,0.0,0.0,False
Al Horford,2013,0.0,0.0,0.0,False
Ryan Hollins,2013,0.0,0.0,0.0,False
Kirk Hinrich,2013,1.0,2.8,0.364,False
Jordan Hill,2013,0.0,0.0,0.0,False
Grant Hill,2013,0.0,0.0,0.0,False
George Hill,2013,1.9,5.3,0.358,False
Ray Allen,2013,1.7,4.2,0.406,True
Roy Hibbert,2013,0.0,0.0,0.0,False
John Henson,2013,0.0,0.3,0.0,False
Udonis Haslem,2013,0.0,0.0,0.0,True
Devin Harris,2013,0.8,4.2,0.2,False
James Harden,2013,2.5,7.3,0.341,False
Tyler Hansbrough,2013,0.0,0.0,0.0,False
