season,team_id,Attempts,Percentage,Champion
2017,ATL,28.099999999999998,0.33740000000000003,False
2017,BOS,38.0,0.3621666666666667,False
2017,CHI,29.7,0.28791666666666665,False
2017,CLE,36.0,0.39775,False
2017,GSW,34.3,0.3256363636363636,True
2017,HOU,42.3,0.307,False
2017,IND,30.5,0.4066666666666667,False
2017,LAC,27.0,0.3436,False
2017,MEM,24.2,0.3585555555555555,False
2017,MIL,23.7,0.4440909090909091,False
2017,OKC,28.4,0.2961111111111111,False
2017,POR,36.5,0.32325,False
2017,SAS,28.5,0.2853846153846154,False
2017,TOR,25.2,0.2959090909090909,False
2017,UTA,29.3,0.382,False
2017,WAS,27.6,0.2858,False
2018,BOS,32.8,0.2827272727272727,False
2018,CLE,32.5,0.23725,False
2018,GSW,36.0,0.21776923076923077,True
2018,HOU,42.2,0.2665,False
2018,IND,27.1,0.2891111111111111,False
2018,MIA,27.7,0.3024,False
2018,MIL,30.2,0.3405,False
2018,MIN,22.2,0.3549,False
2018,NOP,30.2,0.3652222222222222,False
2018,OKC,29.0,0.45588888888888884,False
2018,PHI,31.2,0.3912,False
2018,POR,36.1,0.3189,False
2018,SAS,29.0,0.30716666666666664,False
2018,TOR,29.9,0.36525,False
2018,UTA,33.5,0.3054545454545454,False
2018,WAS,22.5,0.339125,False
2019,BOS,37.9,0.3443076923076923,False
2019,BRK,36.9,0.3453333333333333,False
2019,DEN,28.3,0.27690909090909094,False
2019,DET,37.8,0.26245454545454544,False
2019,GSW,38.3,0.31690909090909086,False
2019,HOU,45.5,0.43333333333333335,False
2019,IND,31.4,0.293,False
2019,LAC,33.1,0.3171818181818182,False
2019,MIL,42.2,0.3511538461538461,False
2019,OKC,31.7,0.25755555555555554,False
2019,ORL,36.6,0.2754,False
2019,PHI,31.9,0.277,False
2019,POR,35.3,0.3133846153846154,False
2019,SAS,20.6,0.2509230769230769,False
2019,TOR,37.0,0.3250769230769231,True
2019,UTA,37.5,0.1950909090909091,False
2020,BOS,43.3,0.36207142857142854,False
2020,BRK,51.2,0.3050909090909091,False
2020,DAL,41.3,0.28941666666666666,False
2020,DEN,35.0,0.35625,False
2020,HOU,52.8,0.3416666666666666,False
2020,IND,32.4,0.335,False
2020,LAC,36.0,0.3789230769230769,False
2020,LAL,39.8,0.30366666666666664,True
2020,MIA,40.1,0.33925,False
2020,MIL,40.0,0.3165,False
2020,OKC,41.800000000000004,0.28807692307692306,False
2020,ORL,41.400000000000006,0.5096,False
2020,PHI,31.6,0.1978,False
2020,POR,33.800000000000004,0.3991,False
2020,TOR,44.3,0.39007692307692304,False
2020,UTA,43.2,0.36918181818181817,False
2021,ATL,41.5,0.26615384615384613,False
2021,BOS,41.9,0.3090833333333333,False
2021,BRK,42.8,0.36161538461538467,False
2021,DAL,36.6,0.3002222222222222,False
2021,DEN,45.3,0.40800000000000003,False
2021,LAC,42.3,0.34921428571428575,False
2021,LAL,36.1,0.27025,False
2021,MEM,32.5,0.2672727272727273,False
2021,MIA,38.5,0.3302727272727273,False
2021,MIL,42.8,0.2906875,True
2021,NYK,30.5,0.308125,False
2021,PHI,31.5,0.2883846153846154,False
2021,PHO,33.0,0.32657142857142857,False
2021,POR,40.8,0.3106,False
2021,UTA,48.6,0.2914,False
2021,WAS,27.0,0.197,False
2022,ATL,40.1,0.2937272727272727,False
2022,BOS,39.3,0.3715333333333334,False
2022,BRK,28.7,0.41942857142857143,False
2022,CHI,40.4,0.23690000000000003,False
2022,DAL,44.7,0.32061538461538464,False
2022,DEN,32.4,0.3908461538461539,False
2022,GSW,39.800000000000004,0.36730769230769234,True
2022,MEM,40.0,0.2853333333333333,False
2022,MIA,40.5,0.27376923076923076,False
2022,MIL,39.1,0.27092857142857146,False
2022,MIN,40.8,0.3698,False
2022,NOP,27.2,0.2752,False
2022,PHI,35.0,0.3618333333333334,False
2022,PHO,30.2,0.36791666666666667,False
2022,TOR,37.7,0.2126923076923077,False
2022,UTA,30.1,0.30362500000000003,False
